,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2021-10-20,,CLE,W,132,121,47,93,.505,14,38,.368,13,18,.722,7,36,38,6,5,10,17
1,2,2021-10-23,@,LAC,W,120,114,43,99,.434,13,39,.333,15,17,.882,14,44,23,7,4,7,21
2,3,2021-10-24,@,LAL,L,118,121,45,84,.536,16,30,.533,15,22,.682,9,36,29,10,12,17,14
3,4,2021-10-27,@,POR,L,96,116,39,84,.464,15,36,.417,23,31,.742,13,48,22,11,6,13,20
4,5,2021-10-28,@,GSW,W,104,101,39,90,.433,14,40,.350,9,12,.750,7,48,29,8,7,22,17
5,6,2021-10-30,,MIA,L,103,129,46,88,.523,21,37,.568,16,19,.842,11,50,31,12,2,18,17
6,7,2021-11-01,,DEN,W,106,97,39,88,.443,9,38,.237,10,15,.667,6,40,27,8,8,12,10
7,8,2021-11-03,,DEN,W,108,106,43,91,.473,8,27,.296,12,13,.923,11,44,24,7,4,11,16
8,9,2021-11-05,@,WAS,L,87,115,49,84,.583,10,25,.400,7,13,.538,5,53,34,4,6,18,13
9,10,2021-11-08,,MIN,W,125,118,41,97,.423,17,45,.378,19,23,.826,15,45,23,7,8,13,27
10,11,2021-11-10,,CHO,L,108,118,41,90,.456,15,36,.417,21,24,.875,9,49,32,13,7,17,16
11,12,2021-11-12,,PHO,L,94,119,46,94,.489,18,37,.486,9,9,1.000,4,46,28,12,6,12,22
12,13,2021-11-13,@,NOP,L,101,112,38,79,.481,14,29,.483,22,25,.880,8,37,29,5,6,13,22
13,14,2021-11-15,,HOU,W,136,102,36,95,.379,11,38,.289,19,26,.731,14,46,24,6,5,17,16
14,15,2021-11-18,,LAC,W,120,108,42,90,.467,16,39,.410,8,8,1.000,7,34,24,6,6,13,15
15,16,2021-11-20,@,MIN,L,95,138,49,91,.538,20,41,.488,20,28,.714,18,50,28,12,6,13,26
16,17,2021-11-22,@,UTA,W,119,118,41,87,.471,17,43,.395,19,25,.760,10,46,26,5,10,14,20
17,18,2021-11-24,,TOR,L,113,126,47,89,.528,14,30,.467,18,21,.857,11,34,25,8,4,10,20
18,19,2021-11-26,,ATL,L,100,132,52,89,.584,13,27,.481,15,21,.714,9,49,33,8,5,12,15
19,20,2021-11-28,,SAC,W,128,101,33,97,.340,9,42,.214,26,37,.703,12,49,17,5,8,8,18
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2021-11-30,@,TOR,W,98,91,36,91,.396,10,39,.256,9,12,.750,11,44,14,7,9,18,21
23,22,2021-12-02,,OKC,W,152,79,25,76,.329,11,38,.289,18,22,.818,8,26,14,2,5,19,14
24,23,2021-12-04,@,DAL,W,97,90,31,92,.337,15,43,.349,13,19,.684,14,42,19,10,1,13,21
25,24,2021-12-06,@,MIA,W,105,90,35,76,.461,6,22,.273,14,17,.824,7,36,26,11,6,23,19
26,25,2021-12-08,,DAL,L,96,104,37,77,.481,12,33,.364,18,23,.783,10,47,24,5,6,18,21
27,26,2021-12-09,,LAL,W,108,95,36,78,.462,12,30,.400,11,17,.647,7,45,26,8,6,22,15
28,27,2021-12-11,,HOU,W,113,106,38,77,.494,11,33,.333,19,29,.655,12,40,25,5,6,16,25
29,28,2021-12-13,,PHI,W,126,91,37,83,.446,4,22,.182,13,19,.684,5,38,22,5,10,15,19
30,29,2021-12-15,@,POR,W,113,103,31,82,.378,15,38,.395,26,28,.929,5,38,18,9,6,13,21
31,30,2021-12-17,@,SAC,W,124,105,36,88,.409,13,35,.371,20,26,.769,10,45,21,5,6,18,20
32,31,2021-12-19,,POR,L,100,105,35,74,.473,11,32,.344,24,28,.857,9,51,17,4,9,20,18
33,32,2021-12-20,,OKC,L,99,102,36,84,.429,11,38,.289,19,28,.679,9,47,24,7,7,14,17
34,33,2021-12-23,@,GSW,L,104,113,40,82,.488,19,40,.475,14,18,.778,8,39,30,9,9,18,19
35,34,2021-12-26,@,SAC,W,127,102,34,81,.420,10,29,.345,24,27,.889,9,38,22,7,9,18,23
36,35,2021-12-27,@,PHO,W,114,113,41,90,.456,11,31,.355,20,23,.870,10,35,25,11,2,11,16
