,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2021-10-20,@,SAS,L,97,123,49,98,.500,13,30,.433,12,18,.667,13,43,32,8,3,8,22
1,2,2021-10-22,,NYK,L,96,121,44,88,.500,24,54,.444,9,17,.529,6,38,34,10,4,11,19
2,3,2021-10-24,@,NYK,W,110,104,37,100,.370,13,48,.271,17,25,.680,16,52,20,8,8,12,21
3,4,2021-10-25,@,MIA,L,90,107,41,87,.471,6,27,.222,19,19,1.000,9,42,28,10,2,10,19
4,5,2021-10-27,,CHO,L,111,120,43,83,.518,14,30,.467,20,24,.833,10,40,22,14,4,16,14
5,6,2021-10-29,@,TOR,L,109,110,43,86,.500,9,30,.300,15,22,.682,9,40,18,11,2,7,18
6,7,2021-10-30,@,DET,L,103,110,36,89,.404,14,43,.326,24,30,.800,17,48,26,12,6,13,18
7,8,2021-11-01,@,MIN,W,115,97,36,97,.371,14,51,.275,11,19,.579,16,47,21,8,1,12,20
8,9,2021-11-03,,BOS,L,79,92,33,79,.418,10,37,.270,16,25,.640,9,50,24,7,9,11,20
9,10,2021-11-05,,SAS,L,89,102,40,90,.444,6,19,.316,16,18,.889,5,48,23,11,7,13,14
10,11,2021-11-07,,UTA,W,107,100,34,89,.382,8,42,.190,24,29,.828,16,50,21,10,7,17,17
11,12,2021-11-10,,BRK,L,90,123,46,91,.505,16,37,.432,15,17,.882,8,49,29,8,5,15,18
12,13,2021-11-13,,WAS,L,92,104,42,84,.500,12,35,.343,8,10,.800,7,48,29,6,7,15,17
13,14,2021-11-15,@,ATL,L,111,129,47,85,.553,14,30,.467,21,32,.656,9,46,32,10,7,11,17
14,15,2021-11-17,@,NYK,W,104,98,37,88,.420,16,49,.327,8,12,.667,11,45,25,5,7,18,20
15,16,2021-11-19,@,BRK,L,113,115,41,91,.451,10,33,.303,23,25,.920,14,43,19,6,13,11,19
16,17,2021-11-20,@,MIL,L,108,117,37,82,.451,19,40,.475,24,37,.649,11,60,25,6,5,14,18
17,18,2021-11-22,@,MIL,L,92,123,44,94,.468,18,45,.400,17,24,.708,13,55,28,10,7,12,22
18,19,2021-11-24,,CHO,L,99,106,39,93,.419,12,40,.300,16,21,.762,12,49,26,11,11,10,16
19,20,2021-11-26,,CHI,L,88,123,48,86,.558,17,34,.500,10,16,.625,6,47,32,11,1,13,24
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2021-11-27,@,CLE,L,92,105,41,90,.456,14,39,.359,9,12,.750,10,51,28,3,9,13,18
23,22,2021-11-29,@,PHI,L,96,101,39,97,.402,10,33,.303,13,18,.722,12,55,24,7,6,10,19
24,23,2021-12-01,,DEN,W,108,103,39,80,.488,10,34,.294,15,21,.714,1,35,22,5,4,14,19
25,24,2021-12-03,@,HOU,L,116,118,44,92,.478,17,47,.362,13,15,.867,7,35,33,7,5,10,16
26,25,2021-12-06,@,GSW,L,95,126,43,87,.494,20,40,.500,20,29,.690,7,43,28,15,2,15,19
27,26,2021-12-08,@,SAC,L,130,142,53,97,.546,15,34,.441,21,25,.840,12,43,24,8,7,8,22
28,27,2021-12-11,@,LAC,L,104,106,42,92,.457,18,36,.500,4,6,.667,12,45,27,7,1,7,17
29,28,2021-12-12,@,LAL,L,94,106,41,84,.488,13,28,.464,11,17,.647,6,44,24,12,11,13,17
30,29,2021-12-15,,ATL,L,99,111,42,85,.494,11,31,.355,16,16,1.000,6,40,25,11,5,13,16
31,30,2021-12-17,,MIA,L,105,115,41,82,.500,19,35,.543,14,19,.737,14,46,25,5,5,15,14
32,31,2021-12-18,@,BRK,W,100,93,39,102,.382,9,46,.196,6,8,.750,16,51,24,8,8,15,14
33,32,2021-12-22,@,ATL,W,104,98,32,80,.400,12,31,.387,22,29,.759,13,49,21,4,8,14,19
34,33,2021-12-23,,NOP,L,104,110,37,86,.430,13,30,.433,23,26,.885,12,46,21,4,2,10,13
35,34,2021-12-26,@,MIA,L,83,93,36,89,.404,10,34,.294,11,18,.611,20,51,28,7,1,13,19
36,35,2021-12-28,,MIL,L,110,127,47,85,.553,17,37,.459,16,22,.727,7,40,31,4,3,12,20
37,36,2021-12-30,,MIL,L,118,136,45,91,.495,13,33,.394,33,36,.917,14,50,24,7,6,13,19
38,37,2022-01-02,@,BOS,L,111,116,39,86,.453,13,36,.361,25,28,.893,9,46,25,5,10,21,23
39,38,2022-01-03,@,CHI,L,98,102,37,86,.430,11,31,.355,17,23,.739,10,49,17,10,4,13,16
40,39,2022-01-05,,PHI,L,106,116,43,85,.506,12,28,.429,18,24,.750,10,42,26,8,4,15,16
41,40,2022-01-08,@,DET,L,92,97,38,87,.437,10,33,.303,11,16,.688,7,49,23,7,6,12,21
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
