,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2019-10-23,,CLE,W,94,85,37,86,.430,9,30,.300,11,19,.579,7,46,24,12,4,13,18
1,2,2019-10-26,@,ATL,L,99,103,35,99,.354,5,31,.161,24,26,.923,17,46,15,8,7,10,15
2,3,2019-10-28,@,TOR,L,95,104,34,89,.382,12,39,.308,15,18,.833,8,47,22,9,6,16,20
3,4,2019-10-30,,NYK,W,95,83,37,88,.420,12,32,.375,9,12,.750,14,52,24,5,6,7,17
4,5,2019-11-01,,MIL,L,91,123,34,91,.374,12,37,.324,11,17,.647,10,40,21,8,3,16,16
5,6,2019-11-02,,DEN,L,87,91,37,86,.430,6,29,.207,7,11,.636,10,47,22,8,7,15,25
6,7,2019-11-05,@,OKC,L,94,102,32,82,.390,3,22,.136,27,31,.871,16,53,15,5,8,14,24
7,8,2019-11-06,@,DAL,L,106,107,39,80,.488,6,24,.250,22,28,.786,10,44,25,14,10,18,30
8,9,2019-11-08,,MEM,W,118,86,44,93,.473,7,28,.250,23,27,.852,12,57,24,10,10,9,17
9,10,2019-11-10,,IND,L,102,109,41,89,.461,15,36,.417,5,6,.833,7,37,27,5,11,10,10
10,11,2019-11-13,,PHI,W,112,97,38,86,.442,10,32,.313,26,34,.765,9,48,27,6,2,13,22
11,12,2019-11-15,,SAS,W,111,109,36,87,.414,12,29,.414,27,34,.794,14,48,22,6,5,10,13
12,13,2019-11-17,,WAS,W,125,121,43,87,.494,15,38,.395,24,26,.923,11,52,25,5,3,14,15
13,14,2019-11-20,@,TOR,L,97,113,35,91,.385,9,32,.281,18,28,.643,16,43,26,9,8,11,16
14,15,2019-11-23,@,IND,L,106,111,43,92,.467,13,31,.419,7,9,.778,7,33,24,11,5,13,16
15,16,2019-11-25,@,DET,L,88,103,32,84,.381,8,25,.320,16,22,.727,8,41,15,8,7,9,21
16,17,2019-11-27,@,CLE,W,116,104,45,93,.484,12,33,.364,14,17,.824,6,34,23,13,6,11,22
17,18,2019-11-29,,TOR,L,83,90,27,78,.346,7,29,.241,22,27,.815,13,52,17,10,11,22,19
18,19,2019-12-01,,GSW,W,100,96,37,87,.425,11,33,.333,15,22,.682,12,48,21,7,8,12,20
19,20,2019-12-03,@,WAS,W,127,120,46,90,.511,15,31,.484,20,27,.741,8,48,26,3,4,13,18
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2019-12-04,,PHO,W,128,114,49,85,.576,14,25,.560,16,20,.800,11,45,27,9,7,19,19
23,22,2019-12-06,@,CLE,W,93,87,32,82,.390,9,26,.346,20,23,.870,10,43,19,10,9,17,13
24,23,2019-12-09,@,MIL,L,101,110,35,92,.380,10,31,.323,21,26,.808,9,44,24,8,10,12,18
25,24,2019-12-11,,LAL,L,87,96,34,81,.420,8,26,.308,11,17,.647,8,41,20,10,5,14,17
26,25,2019-12-13,,HOU,L,107,130,40,91,.440,15,37,.405,12,16,.750,13,37,24,3,6,6,15
27,26,2019-12-15,@,NOP,W,130,119,46,89,.517,17,34,.500,21,26,.808,8,39,32,8,2,9,15
28,27,2019-12-17,@,UTA,L,102,109,42,93,.452,7,35,.200,11,15,.733,4,41,21,6,5,3,18
29,28,2019-12-18,@,DEN,L,104,113,37,87,.425,11,29,.379,19,21,.905,8,35,25,9,5,12,19
30,29,2019-12-20,@,POR,L,103,118,39,106,.368,7,28,.250,18,26,.692,18,48,21,14,5,10,16
31,30,2019-12-23,,CHI,W,103,95,39,81,.481,10,26,.385,15,23,.652,6,46,23,10,13,13,15
32,31,2019-12-27,,PHI,W,98,97,37,88,.420,10,30,.333,14,23,.609,10,48,26,4,5,15,21
33,32,2019-12-28,@,MIL,L,100,111,35,87,.402,14,35,.400,16,19,.842,5,34,21,16,7,11,17
34,33,2019-12-30,,ATL,L,93,101,37,89,.416,5,25,.200,14,24,.583,11,40,22,9,6,9,17
35,34,2020-01-01,@,WAS,W,122,101,45,95,.474,12,32,.375,20,27,.741,11,52,25,11,6,9,21
36,35,2020-01-03,,MIA,W,105,85,33,81,.407,13,35,.371,26,29,.897,7,44,25,11,4,10,17
37,36,2020-01-04,,UTA,L,96,109,38,85,.447,11,37,.297,9,12,.750,9,46,21,6,5,10,12
38,37,2020-01-06,,BRK,W,101,89,35,81,.432,8,26,.308,23,31,.742,11,60,21,8,3,18,19
39,38,2020-01-08,,WAS,W,123,89,43,87,.494,10,27,.370,27,34,.794,13,51,24,18,3,16,21
40,39,2020-01-10,@,PHO,L,94,98,33,89,.371,9,33,.273,19,24,.792,14,49,15,9,6,14,23
41,40,2020-01-13,@,SAC,W,114,112,40,92,.435,9,29,.310,25,30,.833,12,46,17,6,5,8,12
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
44,41,2020-01-15,@,LAL,W,119,118,43,94,.457,10,26,.385,23,29,.793,13,48,22,10,2,13,15
45,42,2020-01-16,@,LAC,L,95,122,36,92,.391,14,42,.333,9,16,.563,6,42,24,4,4,9,21
46,43,2020-01-18,@,GSW,L,95,109,39,86,.453,9,31,.290,8,13,.615,9,46,21,7,5,15,12
47,44,2020-01-20,@,CHO,W,106,83,44,92,.478,14,28,.500,4,9,.444,15,47,25,9,4,9,15
48,45,2020-01-22,,OKC,L,114,120,44,92,.478,14,35,.400,12,16,.750,11,39,26,9,3,14,25
49,46,2020-01-24,,BOS,L,98,109,36,90,.400,12,37,.324,14,19,.737,13,46,18,5,1,14,14
50,47,2020-01-26,,LAC,L,97,112,34,95,.358,7,32,.219,22,32,.688,16,44,27,9,7,6,23
51,48,2020-01-27,@,MIA,L,92,113,33,89,.371,11,37,.297,15,19,.789,11,41,23,7,6,5,13
52,49,2020-02-01,,MIA,L,89,102,33,83,.398,9,33,.273,14,17,.824,7,39,21,5,5,9,19
53,50,2020-02-03,@,CHO,W,112,100,43,80,.538,16,34,.471,10,17,.588,8,37,35,7,3,9,12
54,51,2020-02-05,@,BOS,L,100,116,32,75,.427,13,31,.419,23,30,.767,9,39,20,10,6,17,13
55,52,2020-02-06,@,NYK,L,103,105,34,75,.453,9,31,.290,26,30,.867,7,39,22,8,9,20,20
56,53,2020-02-08,,MIL,L,95,111,37,98,.378,10,40,.250,11,14,.786,10,46,28,10,6,9,15
57,54,2020-02-10,,ATL,W,135,126,50,95,.526,18,38,.474,17,22,.773,14,45,33,9,5,10,14
58,55,2020-02-12,,DET,W,116,112,44,96,.458,12,36,.333,16,18,.889,9,46,34,13,7,12,16
59,56,2020-02-21,,DAL,L,106,122,41,104,.394,9,43,.209,15,19,.789,16,48,21,11,2,7,22
60,57,2020-02-24,@,BRK,W,115,113,44,89,.494,13,34,.382,14,17,.824,7,41,27,6,9,10,11
61,58,2020-02-26,@,ATL,W,130,120,49,100,.490,14,32,.438,18,25,.720,13,52,30,7,9,8,21
62,59,2020-02-28,,MIN,W,136,125,53,98,.541,12,40,.300,18,22,.818,10,54,36,6,7,15,20
63,60,2020-02-29,@,SAS,L,113,114,41,84,.488,15,37,.405,16,23,.696,10,41,28,9,5,18,16
64,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,
66,61,2020-03-02,,POR,L,107,130,37,96,.385,14,43,.326,19,22,.864,11,39,29,3,2,6,11
67,62,2020-03-04,@,MIA,L,113,116,44,84,.524,13,30,.433,12,14,.857,5,35,28,6,5,12,17
68,63,2020-03-06,@,MIN,W,132,118,51,84,.607,7,21,.333,23,31,.742,6,45,31,5,5,10,18
69,64,2020-03-08,@,HOU,W,126,106,44,91,.484,13,29,.448,25,31,.806,13,49,21,11,4,14,17
70,65,2020-03-10,@,MEM,W,120,115,43,92,.467,14,33,.424,20,22,.909,12,41,31,10,3,15,26
