,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2018-10-17,@,CHO,W,113,112,41,92,.446,16,38,.421,14,22,.636,9,41,21,8,9,11,19
1,2,2018-10-19,,IND,W,118,101,38,87,.437,6,18,.333,19,27,.704,9,41,14,7,3,17,25
2,3,2018-10-22,,NYK,W,124,113,45,99,.455,10,29,.345,13,15,.867,11,43,22,6,2,11,21
3,4,2018-10-24,,PHI,W,123,108,38,92,.413,11,34,.324,21,30,.700,8,50,29,4,5,16,27
4,5,2018-10-26,@,MIN,W,125,95,36,112,.321,10,43,.233,13,18,.722,17,49,19,10,6,7,15
5,6,2018-10-27,,ORL,W,113,91,33,101,.327,10,43,.233,15,17,.882,11,41,21,9,6,11,22
6,7,2018-10-29,,TOR,W,124,109,39,103,.379,9,45,.200,22,28,.786,15,51,25,9,7,10,19
7,8,2018-11-01,@,BOS,L,113,117,41,92,.446,24,55,.436,11,13,.846,8,42,30,5,8,12,23
8,9,2018-11-04,,SAC,W,144,109,42,95,.442,14,36,.389,11,22,.500,8,44,24,6,4,15,26
9,10,2018-11-06,@,POR,L,103,118,48,91,.527,17,43,.395,5,8,.625,11,51,23,7,3,12,17
10,11,2018-11-08,@,GSW,W,134,111,42,87,.483,10,28,.357,17,22,.773,8,38,31,5,6,18,22
11,12,2018-11-10,@,LAC,L,126,128,46,99,.465,14,34,.412,22,27,.815,10,54,26,6,6,17,19
12,13,2018-11-11,@,DEN,W,121,114,41,89,.461,18,38,.474,14,20,.700,10,39,27,8,5,10,16
13,14,2018-11-14,,MEM,L,113,116,42,83,.506,14,36,.389,18,24,.750,4,34,24,8,4,12,20
14,15,2018-11-16,,CHI,W,123,104,41,94,.436,13,33,.394,9,13,.692,4,36,22,8,3,12,15
15,16,2018-11-19,,DEN,W,104,98,40,94,.426,12,41,.293,6,9,.667,13,43,30,6,4,17,20
16,17,2018-11-21,,POR,W,143,100,34,93,.366,9,41,.220,23,28,.821,10,40,13,8,6,17,20
17,18,2018-11-23,,PHO,L,114,116,45,90,.500,9,26,.346,17,22,.773,6,40,21,8,4,11,25
18,19,2018-11-24,,SAS,W,135,129,49,92,.533,10,21,.476,21,28,.750,9,39,27,8,3,10,21
19,20,2018-11-26,@,CHO,L,107,110,38,81,.469,13,29,.448,21,30,.700,5,44,21,9,5,11,22
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2018-11-28,,CHI,W,116,113,40,89,.449,11,37,.297,22,29,.759,9,45,28,9,3,11,23
23,22,2018-12-01,@,NYK,L,134,136,51,96,.531,20,34,.588,14,21,.667,6,41,30,5,2,16,23
24,23,2018-12-05,,DET,W,115,92,35,95,.368,9,38,.237,13,19,.684,12,51,19,6,1,20,26
25,24,2018-12-07,,GSW,L,95,105,40,89,.449,19,46,.413,6,7,.857,6,43,32,7,6,17,20
26,25,2018-12-09,@,TOR,W,104,99,39,94,.415,15,44,.341,6,7,.857,11,45,24,6,11,11,21
27,26,2018-12-10,,CLE,W,108,92,36,96,.375,10,30,.333,10,15,.667,8,46,24,5,2,9,15
28,27,2018-12-12,@,IND,L,97,113,43,91,.473,12,30,.400,15,20,.750,14,54,31,7,4,16,13
29,28,2018-12-14,@,CLE,W,114,102,35,87,.402,13,36,.361,19,21,.905,13,50,24,7,2,15,24
30,29,2018-12-17,@,DET,W,107,104,39,88,.443,14,35,.400,12,15,.800,10,45,25,3,2,16,20
31,30,2018-12-19,,NOP,W,123,115,43,92,.467,19,42,.452,10,15,.667,7,41,28,6,7,15,22
32,31,2018-12-21,@,BOS,W,120,107,35,91,.385,10,34,.294,27,36,.750,9,36,22,13,3,5,16
33,32,2018-12-22,@,MIA,L,87,94,34,89,.382,10,32,.313,16,23,.696,11,57,22,9,3,12,18
34,33,2018-12-25,@,NYK,W,109,95,35,97,.361,8,29,.276,17,21,.810,15,57,17,4,3,14,25
35,34,2018-12-27,,NYK,W,112,96,36,97,.371,13,31,.419,11,16,.688,10,43,21,8,6,10,20
36,35,2018-12-29,,BRK,W,129,115,38,79,.481,15,35,.429,24,35,.686,5,40,28,6,3,14,17
37,36,2019-01-01,,DET,W,121,98,35,92,.380,12,33,.364,16,21,.762,14,43,23,7,2,14,26
38,37,2019-01-04,,ATL,W,144,112,37,85,.435,14,41,.341,24,35,.686,5,31,26,11,3,21,23
39,38,2019-01-05,,TOR,L,116,123,42,82,.512,14,31,.452,25,31,.806,4,38,28,9,6,11,22
40,39,2019-01-07,,UTA,W,114,102,36,86,.419,14,37,.378,16,23,.696,11,46,20,6,6,15,21
41,40,2019-01-09,@,HOU,W,116,109,32,85,.376,18,48,.375,27,32,.844,14,46,19,4,7,18,18
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
44,41,2019-01-11,@,WAS,L,106,113,40,82,.488,18,33,.545,15,20,.750,6,43,28,10,3,16,17
45,42,2019-01-13,@,ATL,W,133,114,39,96,.406,12,38,.316,24,30,.800,18,54,19,3,5,24,30
46,43,2019-01-15,,MIA,W,124,86,36,86,.419,8,34,.235,6,8,.750,4,43,27,2,6,17,14
47,44,2019-01-16,@,MEM,W,111,101,37,95,.389,10,31,.323,17,25,.680,13,48,29,11,9,14,15
48,45,2019-01-19,@,ORL,W,118,108,44,93,.473,14,32,.438,6,9,.667,5,32,31,5,3,8,15
49,46,2019-01-21,,DAL,W,116,106,41,99,.414,14,40,.350,10,17,.588,11,48,24,7,11,11,19
50,47,2019-01-25,,CHO,W,108,99,36,90,.400,10,39,.256,17,25,.680,12,53,20,4,2,17,19
51,48,2019-01-27,@,OKC,L,112,118,44,94,.468,16,32,.500,14,25,.560,11,52,29,5,10,11,21
52,49,2019-01-29,@,DET,W,115,105,42,89,.472,12,37,.324,9,12,.750,10,39,29,8,3,11,14
53,50,2019-01-31,@,TOR,W,105,92,37,93,.398,7,27,.259,11,13,.846,8,39,16,9,4,16,20
54,51,2019-02-02,@,WAS,W,131,115,43,93,.462,10,33,.303,19,26,.731,12,46,28,6,6,12,19
55,52,2019-02-04,@,BRK,W,113,94,33,102,.324,5,42,.119,23,28,.821,16,56,23,5,9,13,21
56,53,2019-02-06,,WAS,W,148,129,48,92,.522,17,37,.459,16,19,.842,8,40,34,6,5,24,23
57,54,2019-02-08,@,DAL,W,122,107,36,87,.414,22,53,.415,13,20,.650,9,37,23,6,5,14,15
58,55,2019-02-09,,ORL,L,83,103,44,94,.468,10,27,.370,5,6,.833,9,57,28,5,8,12,20
59,56,2019-02-11,@,CHI,W,112,99,37,96,.385,9,28,.321,16,18,.889,9,45,24,8,2,13,22
60,57,2019-02-13,@,IND,W,106,97,37,88,.420,10,27,.370,13,15,.867,4,43,22,6,4,11,23
61,58,2019-02-21,,BOS,W,98,97,39,102,.382,14,40,.350,5,6,.833,12,50,19,11,9,7,15
62,59,2019-02-23,,MIN,W,140,128,50,102,.490,12,26,.462,16,20,.800,12,41,29,7,2,10,16
63,60,2019-02-25,@,CHI,W,117,106,41,92,.446,9,26,.346,15,22,.682,6,41,31,3,3,7,18
64,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,
66,61,2019-02-27,@,SAC,W,141,140,53,118,.449,12,33,.364,22,30,.733,15,58,30,6,6,8,19
67,62,2019-03-01,@,LAL,W,131,120,46,96,.479,13,40,.325,15,18,.833,8,40,29,4,4,9,21
68,63,2019-03-02,@,UTA,L,111,115,44,96,.458,12,29,.414,15,26,.577,16,53,22,13,7,13,23
69,64,2019-03-04,@,PHO,L,105,114,41,91,.451,7,22,.318,25,31,.806,17,56,22,10,10,13,23
70,65,2019-03-07,,IND,W,117,98,35,90,.389,14,37,.378,14,20,.700,6,40,26,10,7,10,16
71,66,2019-03-09,,CHO,W,131,114,44,93,.473,15,39,.385,11,14,.786,6,35,25,4,2,12,24
72,67,2019-03-10,@,SAS,L,114,121,49,100,.490,12,29,.414,11,15,.733,8,46,24,6,3,4,18
73,68,2019-03-12,@,NOP,W,130,113,46,107,.430,10,47,.213,11,16,.688,13,50,27,3,4,15,23
74,69,2019-03-15,@,MIA,W,113,98,38,93,.409,8,22,.364,14,25,.560,10,45,21,7,5,12,18
75,70,2019-03-17,,PHI,L,125,130,47,100,.470,15,32,.469,21,30,.700,15,54,26,8,2,13,23
76,71,2019-03-19,,LAL,W,115,101,33,86,.384,16,43,.372,19,23,.826,8,42,20,9,5,19,18
77,72,2019-03-20,@,CLE,L,102,107,39,93,.419,11,39,.282,18,24,.750,13,54,18,4,6,11,17
78,73,2019-03-22,,MIA,W,116,87,32,85,.376,11,37,.297,12,23,.522,10,40,20,7,6,9,18
79,74,2019-03-24,,CLE,W,127,105,41,96,.427,11,41,.268,12,17,.706,12,45,23,6,1,12,21
80,75,2019-03-26,,HOU,W,108,94,36,99,.364,16,52,.308,6,7,.857,8,46,17,7,5,13,15
81,76,2019-03-28,,LAC,W,128,118,42,92,.457,17,33,.515,17,22,.773,8,46,26,7,3,11,21
82,77,2019-03-31,@,ATL,L,135,136,52,118,.441,22,61,.361,10,17,.588,15,58,36,10,10,9,13
83,78,2019-04-01,@,BRK,W,131,121,39,94,.415,16,44,.364,27,34,.794,16,55,19,6,5,23,26
84,79,2019-04-04,@,PHI,W,128,122,45,95,.474,18,36,.500,14,18,.778,4,43,36,4,8,13,26
