,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2016-10-27,@,POR,W,114,106,39,85,.459,4,18,.222,24,32,.750,9,48,18,4,4,14,34
1,2,2016-10-30,,UTA,W,88,75,29,73,.397,7,19,.368,10,13,.769,7,43,18,8,2,18,22
2,3,2016-10-31,,PHO,W,116,98,35,84,.417,5,15,.333,23,31,.742,10,44,19,11,0,20,33
3,4,2016-11-02,,OKC,L,83,85,34,84,.405,5,20,.250,12,20,.600,10,52,14,8,4,21,24
4,5,2016-11-04,@,MEM,W,99,88,31,84,.369,9,26,.346,17,22,.773,13,48,26,4,9,18,28
5,6,2016-11-05,@,SAS,W,116,92,30,74,.405,10,25,.400,22,25,.880,7,40,19,5,5,15,18
6,7,2016-11-07,,DET,W,114,82,30,82,.366,4,12,.333,18,26,.692,11,39,14,5,2,11,19
7,8,2016-11-09,,POR,W,111,80,31,88,.352,6,30,.200,12,14,.857,11,47,16,4,3,14,23
8,9,2016-11-11,@,OKC,W,110,108,38,88,.432,16,28,.571,16,19,.842,9,45,21,3,1,16,27
9,10,2016-11-12,@,MIN,W,119,105,40,89,.449,8,22,.364,17,21,.810,15,39,26,11,3,13,31
10,11,2016-11-14,,BRK,W,127,95,34,77,.442,10,33,.303,17,22,.773,9,37,18,6,2,21,21
11,12,2016-11-16,,MEM,L,107,111,40,82,.488,15,26,.577,16,19,.842,9,43,24,6,2,15,22
12,13,2016-11-18,@,SAC,W,121,115,38,86,.442,10,26,.385,29,35,.829,9,37,21,7,4,14,24
13,14,2016-11-19,,CHI,W,102,95,33,77,.429,9,30,.300,20,24,.833,15,41,17,7,4,12,20
14,15,2016-11-21,,TOR,W,123,115,40,80,.500,8,19,.421,27,32,.844,4,32,19,10,2,11,31
15,16,2016-11-23,@,DAL,W,124,104,38,84,.452,11,24,.458,17,18,.944,10,44,23,7,3,16,24
16,17,2016-11-25,@,DET,L,97,108,47,90,.522,9,19,.474,5,7,.714,9,42,26,7,0,10,22
