,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2016-10-27,@,POR,W,114,106,37,91,.407,8,29,.276,32,46,.696,15,48,12,10,4,7,25
1,2,2016-10-30,,UTA,W,88,75,34,83,.410,6,27,.222,14,20,.700,14,49,17,8,4,13,14
2,3,2016-10-31,,PHO,W,116,98,40,80,.500,6,16,.375,30,38,.789,5,44,21,8,4,16,23
3,4,2016-11-02,,OKC,L,83,85,34,87,.391,7,22,.318,8,18,.444,8,41,22,13,5,17,19
4,5,2016-11-04,@,MEM,W,99,88,32,85,.376,8,27,.296,27,33,.818,11,47,19,17,6,11,23
5,6,2016-11-05,@,SAS,W,116,92,47,91,.516,9,23,.391,13,14,.929,7,41,24,8,6,8,19
6,7,2016-11-07,,DET,W,114,82,41,76,.539,13,25,.520,19,22,.864,2,46,28,8,7,10,20
7,8,2016-11-09,,POR,W,111,80,38,87,.437,11,32,.344,24,33,.727,14,55,24,9,7,7,15
8,9,2016-11-11,@,OKC,W,110,108,39,86,.453,11,27,.407,21,35,.600,11,45,18,9,3,10,20
9,10,2016-11-12,@,MIN,W,119,105,40,76,.526,11,24,.458,28,37,.757,9,42,25,7,4,14,19
10,11,2016-11-14,,BRK,W,127,95,48,90,.533,14,25,.560,17,21,.810,9,43,32,17,6,11,22
11,12,2016-11-16,,MEM,L,107,111,37,81,.457,9,25,.360,24,34,.706,8,35,15,13,7,8,19
12,13,2016-11-18,@,SAC,W,121,115,40,76,.526,13,29,.448,28,34,.824,5,37,27,7,6,14,24
13,14,2016-11-19,,CHI,W,102,95,36,77,.468,11,27,.407,19,23,.826,11,38,20,6,2,13,20
14,15,2016-11-21,,TOR,W,123,115,39,74,.527,10,25,.400,35,42,.833,6,42,23,5,4,14,24
15,16,2016-11-23,@,DAL,W,124,104,43,85,.506,15,32,.469,23,31,.742,6,43,26,11,4,9,17
16,17,2016-11-25,@,DET,L,97,108,35,73,.479,7,21,.333,20,26,.769,6,33,26,4,5,14,16
17,18,2016-11-27,@,IND,L,70,91,22,70,.314,4,24,.167,22,27,.815,6,40,11,9,4,20,13
18,19,2016-11-29,@,BRK,L,122,127,46,109,.422,13,40,.325,17,22,.773,11,56,21,10,3,14,29
19,20,2016-12-01,@,CLE,W,113,94,42,89,.472,13,31,.419,16,24,.667,14,47,33,7,3,11,32
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2016-12-02,@,NOP,W,114,96,45,88,.511,10,24,.417,14,16,.875,12,47,27,6,7,9,18
23,22,2016-12-04,,IND,L,102,111,36,81,.444,10,30,.333,20,28,.714,16,51,19,5,7,20,24
24,23,2016-12-07,,GSW,L,98,115,36,92,.391,8,26,.308,18,24,.750,17,47,15,3,2,13,24
25,24,2016-12-10,,NOP,W,133,105,54,94,.574,17,36,.472,8,9,.889,9,40,34,10,2,10,22
26,25,2016-12-12,,POR,W,121,120,42,89,.472,11,23,.478,26,28,.929,13,38,26,9,8,12,20
27,26,2016-12-14,@,ORL,W,113,108,37,74,.500,13,25,.520,26,37,.703,7,42,21,6,5,11,20
28,27,2016-12-16,@,MIA,W,102,98,36,83,.434,7,25,.280,23,29,.793,7,50,17,1,3,10,20
29,28,2016-12-18,@,WAS,L,110,117,43,87,.494,7,24,.292,17,24,.708,12,40,28,7,1,15,23
30,29,2016-12-20,,DEN,W,119,102,47,86,.547,16,36,.444,9,13,.692,5,37,32,7,2,12,13
31,30,2016-12-22,,SAS,W,106,101,39,83,.470,11,28,.393,17,22,.773,6,40,18,8,6,12,22
32,31,2016-12-23,,DAL,L,88,90,34,74,.459,13,29,.448,7,11,.636,6,41,17,9,4,20,16
33,32,2016-12-25,@,LAL,L,102,111,37,85,.435,10,29,.345,18,22,.818,10,42,24,9,5,15,20
34,33,2016-12-26,,DEN,L,102,106,39,84,.464,9,25,.360,15,20,.750,4,38,22,6,6,11,19
35,34,2016-12-28,@,NOP,L,98,102,37,94,.394,11,37,.297,13,18,.722,16,58,15,6,4,11,20
36,35,2016-12-30,@,HOU,L,116,140,45,96,.469,13,33,.394,13,16,.813,11,38,22,8,4,15,25
