,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2015-10-28,@,HOU,W,105,85,30,87,.345,8,35,.229,17,26,.654,15,44,17,13,8,16,19
1,2,2015-10-30,,MIN,L,78,95,30,71,.423,2,11,.182,33,41,.805,7,49,18,7,6,17,24
2,3,2015-11-01,@,OKC,L,93,117,45,86,.523,13,25,.520,14,18,.778,13,50,32,9,10,19,23
3,4,2015-11-03,@,LAL,W,120,109,36,86,.419,6,26,.231,31,38,.816,11,40,18,9,4,10,28
4,5,2015-11-05,,UTA,L,84,96,37,85,.435,11,24,.458,11,17,.647,12,43,23,6,6,10,26
5,6,2015-11-06,@,GSW,L,104,119,46,93,.495,17,37,.459,10,18,.556,13,53,40,10,6,20,22
6,7,2015-11-09,,POR,W,108,104,36,91,.396,10,29,.345,22,27,.815,10,39,20,6,3,9,22
7,8,2015-11-11,,MIL,W,103,102,42,79,.532,10,22,.455,8,9,.889,8,33,26,8,4,16,23
8,9,2015-11-13,,HOU,W,107,98,33,77,.429,9,29,.310,23,31,.742,8,40,19,10,8,20,25
9,10,2015-11-14,@,PHO,L,81,105,37,84,.440,11,24,.458,20,26,.769,10,57,19,4,1,20,13
10,11,2015-11-17,@,NOP,W,115,98,41,83,.494,7,23,.304,9,11,.818,8,33,25,4,8,9,17
11,12,2015-11-18,@,SAS,L,98,109,42,86,.488,9,18,.500,16,20,.800,10,50,33,5,13,10,13
12,13,2015-11-20,,PHO,L,107,114,40,79,.506,15,27,.556,19,25,.760,10,42,22,7,7,19,26
13,14,2015-11-22,,GSW,L,105,118,47,89,.528,15,29,.517,9,13,.692,11,46,35,15,8,21,25
14,15,2015-11-24,,LAC,L,94,111,37,79,.468,8,20,.400,29,47,.617,11,43,24,10,8,7,25
15,16,2015-11-27,,SAS,L,80,91,36,75,.480,8,22,.364,11,14,.786,5,42,22,11,7,18,17
16,17,2015-11-28,@,DAL,L,81,92,33,77,.429,7,26,.269,19,27,.704,10,42,18,13,3,13,14
17,18,2015-11-30,@,MIL,L,74,92,35,77,.455,6,18,.333,16,22,.727,8,38,25,10,12,13,19
18,19,2015-12-02,@,CHI,L,90,99,36,89,.404,6,17,.353,21,27,.778,15,62,22,3,10,14,17
19,20,2015-12-03,@,TOR,W,106,105,39,92,.424,8,27,.296,19,22,.864,9,39,21,9,3,4,16
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2015-12-05,@,PHI,W,108,105,37,74,.500,15,31,.484,16,26,.615,7,40,22,11,8,20,28
23,22,2015-12-08,,ORL,L,74,85,38,88,.432,1,16,.063,8,10,.800,10,54,14,9,8,20,19
24,23,2015-12-11,,MIN,W,111,108,38,87,.437,7,19,.368,25,29,.862,8,43,22,5,8,10,27
25,24,2015-12-14,,HOU,W,114,108,41,87,.471,18,40,.450,8,11,.727,5,26,26,14,1,11,22
26,25,2015-12-15,@,MIN,W,112,100,36,77,.468,4,10,.400,24,31,.774,10,31,21,6,6,9,24
27,26,2015-12-18,@,UTA,L,88,97,34,73,.466,10,25,.400,19,25,.760,5,39,15,8,1,14,19
28,27,2015-12-20,,NOP,L,125,130,44,78,.564,11,24,.458,31,39,.795,7,36,24,4,11,10,22
29,28,2015-12-22,,LAL,L,107,111,40,84,.476,7,26,.269,24,32,.750,11,40,17,6,6,11,21
30,29,2015-12-23,@,PHO,W,104,96,36,87,.414,13,25,.520,11,17,.647,12,46,21,9,2,16,19
31,30,2015-12-26,@,SAS,L,86,101,39,81,.481,7,10,.700,16,17,.941,10,41,21,11,12,11,10
32,31,2015-12-27,@,OKC,L,112,122,48,83,.578,8,15,.533,18,21,.857,13,43,27,5,5,14,17
33,32,2015-12-29,,CLE,L,87,93,38,86,.442,4,22,.182,13,22,.591,9,44,17,12,3,12,16
34,33,2015-12-30,@,POR,L,103,110,41,87,.471,12,32,.375,16,20,.800,12,47,22,8,6,14,18
35,34,2016-01-02,@,GSW,L,108,111,43,86,.500,10,28,.357,15,23,.652,9,47,34,9,5,13,22
