,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2018-10-17,,BRK,W,103,100,40,82,.488,5,27,.185,15,22,.682,5,39,28,9,5,17,23
1,2,2018-10-20,@,CHI,W,118,116,44,87,.506,7,21,.333,21,26,.808,5,41,26,4,3,11,20
2,3,2018-10-23,,PHI,W,133,132,49,98,.500,14,43,.326,20,28,.714,8,48,32,3,8,11,24
3,4,2018-10-25,,CLE,W,110,103,41,89,.461,8,24,.333,13,15,.867,7,30,18,11,1,9,25
4,5,2018-10-27,,BOS,L,89,109,39,86,.453,14,34,.412,17,25,.680,8,54,25,4,8,13,26
5,6,2018-10-30,@,BOS,L,105,108,37,84,.440,9,31,.290,25,32,.781,8,46,25,8,4,14,20
6,7,2018-10-31,@,BRK,L,119,120,43,101,.426,12,38,.316,22,30,.733,18,55,26,5,3,16,33
7,8,2018-11-03,@,PHI,L,99,109,28,69,.406,9,29,.310,44,51,.863,3,45,21,11,3,17,31
8,9,2018-11-05,,MIA,L,115,120,44,98,.449,12,31,.387,20,31,.645,9,50,24,10,8,17,26
9,10,2018-11-07,@,ORL,W,103,96,40,87,.460,9,27,.333,7,9,.778,6,40,28,10,8,20,19
10,11,2018-11-09,@,ATL,W,124,109,36,79,.456,7,28,.250,30,40,.750,9,53,17,6,2,16,21
11,12,2018-11-11,,CHO,L,103,113,43,85,.506,11,28,.393,16,18,.889,6,46,24,6,8,12,26
12,13,2018-11-14,@,TOR,W,106,104,45,92,.489,4,20,.200,10,17,.588,12,49,23,9,3,20,19
13,14,2018-11-19,,CLE,W,113,102,35,79,.443,8,21,.381,24,34,.706,11,36,16,8,3,9,22
14,15,2018-11-21,@,HOU,L,124,126,40,72,.556,13,33,.394,33,36,.917,5,36,18,8,7,15,25
15,16,2018-11-23,,HOU,W,116,111,41,98,.418,10,36,.278,19,21,.905,17,44,22,6,7,14,26
16,17,2018-11-25,,PHO,W,118,107,42,82,.512,8,25,.320,15,21,.714,10,42,22,6,6,17,22
17,18,2018-11-27,,NYK,W,115,108,36,91,.396,9,27,.333,27,32,.844,13,50,16,5,5,13,31
18,19,2018-11-30,,CHI,W,107,88,37,86,.430,3,21,.143,11,14,.786,7,40,25,5,7,15,20
19,20,2018-12-01,,GSW,W,111,102,39,85,.459,6,26,.231,18,21,.857,8,44,23,6,5,14,22
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
