Date,W/L,H/A,eFG%,TOV%,ORB%,FTR,Team,eFG%_opp,TOV%_opp,ORB%_opp,FTR_opp
2016-11-01,1,1,0.5491452991452992,0.13439139895046717,0.2909090909090909,0.2564102564102564,MEM,0.4817629179331307,0.13547024246877296,0.2303370786516854,0.24620060790273557
2016-11-03,0,1,0.5217391304347826,0.13566616766467066,0.2857142857142857,0.2484472049689441,DEN,0.4681159420289855,0.1461616675139807,0.25862068965517243,0.2927536231884058
2016-11-12,0,1,0.5096439169139466,0.12538756155389386,0.2976878612716763,0.23590504451038577,LAC,0.5071258907363421,0.10412443330507537,0.21867881548974943,0.25653206650831356
2016-11-13,1,1,0.519893899204244,0.12173348482389222,0.2879177377892031,0.2480106100795756,LAL,0.5302869287991498,0.14877564957237163,0.24780701754385964,0.20935175345377258
2016-11-15,0,1,0.5189798339264532,0.12522686025408347,0.2889908256880734,0.24199288256227758,CHO,0.5011641443538999,0.09776536312849161,0.1902654867256637,0.22584400465657742
2016-11-17,1,1,0.5215749730312838,0.1250206987911906,0.29350104821802936,0.23948220064724918,PHI,0.48662041625371655,0.15184812135640816,0.188212927756654,0.16749256689791872
2016-11-21,0,1,0.510677808727948,0.12912563498595225,0.2854609929078014,0.23491179201485607,BOS,0.5092436974789916,0.11596907491335644,0.2202572347266881,0.2
2016-11-28,0,1,0.49894217207334274,0.13111888111888112,0.26720647773279355,0.23765867418899858,UTA,0.5098800282286521,0.1202586111785344,0.20272108843537415,0.21877205363443897
2016-11-30,0,1,0.4973244147157191,0.13146898758688164,0.2682926829268293,0.2468227424749164,NYK,0.49533582089552236,0.11915728761965794,0.2638717632552404,0.16728855721393035
2016-12-06,0,1,0.4980237154150198,0.12881679389312978,0.2690631808278867,0.23828345567476003,SAS,0.5171830985915493,0.11872097931616717,0.2176795580110497,0.23943661971830985
2016-12-09,0,1,0.500774393391843,0.12818471337579618,0.27054108216432865,0.23025296850800206,DET,0.49563419117647056,0.10244042578928268,0.22010869565217392,0.15625
2016-12-11,0,1,0.5007433102081269,0.12810541245367615,0.2736842105263158,0.23439048562933598,GSW,0.5663288807001382,0.12988769162882724,0.22586872586872586,0.22616305849838783
2016-12-17,0,1,0.4990892531876138,0.12983831455169034,0.2750439367311072,0.23224043715846995,HOU,0.553475935828877,0.137103957246469,0.2658333333333333,0.195392842451666
2016-12-19,1,1,0.5002191060473269,0.13116297840855587,0.27574468085106385,0.23400525854513585,PHO,0.48674166331860186,0.13354634952749883,0.24846625766871167,0.22298111691442346
2016-12-23,0,1,0.5004091653027823,0.1316781898177247,0.27923627684964203,0.23240589198036007,SAC,0.5003998400639744,0.1245461192420656,0.2223950233281493,0.2263094762095162
2016-12-26,1,1,0.5015331544653123,0.13122817778616588,0.27815063385533184,0.23035645841318514,ATL,0.5086140888208269,0.14322947239897627,0.2420814479638009,0.19142419601837674
2016-12-30,1,1,0.5048561151079136,0.12896913635150759,0.2801693719124912,0.22661870503597123,MIL,0.5217973231357552,0.12383230941245778,0.22595419847328244,0.19847036328871892
2017-01-01,0,1,0.5029647715381932,0.12942610308789113,0.2794819359236537,0.22392745029647715,POR,0.5175495612609685,0.12078523114478971,0.21469284357188093,0.22001949951251218
2017-01-07,0,1,0.501283285210138,0.12965078734290397,0.27899686520376177,0.22104587744626245,UTA,0.5263695134399455,0.13040336011228304,0.215962441314554,0.22524668254508337
2017-01-09,1,1,0.5036072772898369,0.1309268652229151,0.27955665024630544,0.22082810539523212,DAL,0.49486026341150013,0.1141600008321458,0.18947997609085476,0.17153870864118215
2017-01-11,1,1,0.5058121749770572,0.131571487962508,0.2792521109770808,0.22239216885897828,HOU,0.5553837503514197,0.13257180610612698,0.2538243626062323,0.2097272982850717
2017-01-13,1,1,0.5052160953800298,0.13177901672579825,0.2779740871613663,0.22056631892697467,OKC,0.5077815506508206,0.12871416728478555,0.26234213547646384,0.21760045274476514
2017-01-22,1,1,0.5063910796845255,0.13198203869234965,0.2745415318230852,0.2235518085395703,DEN,0.5176533050172551,0.13224917625319893,0.2814178302900107,0.2184762410406159
2017-01-26,0,1,0.5075481520041645,0.13154617973827332,0.27075812274368233,0.22410203019260802,IND,0.5120261437908497,0.12800725170268018,0.19646569646569648,0.21620915032679738
2017-01-28,1,1,0.5086404066073698,0.13065689421107562,0.27075993960744843,0.22541296060991106,BRK,0.5090638192202632,0.14498898386571674,0.1899810964083176,0.21951825180034765
2017-01-30,1,1,0.5085692995529061,0.12992346605869393,0.2690605017215937,0.22503725782414308,ORL,0.4931980631773115,0.11705450973731048,0.21643109540636044,0.16762739220659442
2017-02-04,0,1,0.5074539948753786,0.12908280797533164,0.2702952029520295,0.22082459818308875,MEM,0.48699843084510197,0.11420925536271588,0.2446535500427716,0.2228199955167003
2017-02-06,0,1,0.5085753487308484,0.1285141986031836,0.2698773284870513,0.2218156871712783,MIA,0.5045004500450045,0.11663238761367627,0.22987012987012986,0.16944194419441944
2017-02-08,1,1,0.5089827082865483,0.12764253125761849,0.2703306523681859,0.22389400404221874,TOR,0.5191724436741768,0.10479843025330005,0.25074754378470737,0.23938474870017332
2017-02-10,0,1,0.5088202866593164,0.12748475651436852,0.2700218818380744,0.22513781697905183,NOP,0.4994692144373673,0.11216164852170608,0.18503937007874016,0.18747346072186835
2017-02-12,1,1,0.5100736568457539,0.12755701462877553,0.27014218009478674,0.22616984402079723,CHI,0.47722023934495067,0.11754814033236613,0.2839407288746496,0.22401847575057737
