,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2022-10-19,,OKC,W,115,108,38,99,.384,14,45,.311,18,22,.818,16,57,22,6,6,13,26
1,2,2022-10-21,,UTA,L,126,132,49,111,.441,20,50,.400,14,21,.667,19,54,39,11,8,13,23
2,3,2022-10-23,@,OKC,W,116,106,41,94,.436,9,41,.220,15,21,.714,11,42,24,7,4,11,15
3,4,2022-10-24,,SAS,L,106,115,48,105,.457,12,37,.324,7,13,.538,14,50,37,11,0,13,21
4,5,2022-10-26,,SAS,W,134,122,43,95,.453,16,36,.444,20,22,.909,14,41,34,6,2,16,18
5,6,2022-10-28,,LAL,W,111,102,37,89,.416,9,29,.310,19,27,.704,12,55,20,8,5,22,21
6,7,2022-10-30,@,SAS,L,98,107,36,86,.419,16,40,.400,19,25,.760,14,52,27,6,7,19,21
7,8,2022-11-01,@,PHO,L,107,116,41,89,.461,17,43,.395,17,22,.773,7,34,31,9,8,9,20
8,9,2022-11-04,,MIL,L,102,115,41,85,.482,17,38,.447,16,28,.571,7,51,29,7,2,13,22
9,10,2022-11-05,,HOU,W,129,117,40,84,.476,16,38,.421,21,31,.677,12,33,27,10,0,22,18
10,11,2022-11-07,,NYK,L,107,120,39,89,.438,19,48,.396,23,25,.920,9,43,26,13,2,16,23
11,12,2022-11-09,,PHO,L,117,129,47,97,.485,16,35,.457,19,20,.950,10,36,31,10,3,11,21
12,13,2022-11-11,@,MEM,L,103,114,44,88,.500,7,33,.212,19,27,.704,15,46,25,8,3,13,19
13,14,2022-11-13,@,CLE,W,129,124,40,89,.449,17,34,.500,27,39,.692,16,40,22,6,1,10,22
14,15,2022-11-16,@,ORL,W,126,108,42,93,.452,9,35,.257,15,17,.882,12,47,21,6,5,16,26
15,16,2022-11-19,@,PHI,W,112,109,34,71,.479,14,32,.438,27,32,.844,4,39,21,10,1,22,24
16,17,2022-11-21,,MIA,W,105,101,35,90,.389,11,38,.289,20,30,.667,12,46,26,9,5,15,20
17,18,2022-11-23,@,IND,W,115,101,37,96,.385,16,44,.364,11,16,.688,13,30,25,16,5,13,16
18,19,2022-11-25,@,CHO,L,108,110,40,89,.449,8,25,.320,22,32,.688,15,55,24,6,4,17,18
19,20,2022-11-27,,GSW,L,114,137,50,87,.575,20,47,.426,17,20,.850,8,47,36,7,6,16,26
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2022-11-28,@,WAS,L,127,142,52,91,.571,15,31,.484,23,27,.852,7,34,31,12,5,7,25
23,22,2022-11-30,,MEM,W,109,101,37,87,.425,9,26,.346,18,30,.600,20,59,17,7,4,24,20
24,23,2022-12-03,,OKC,L,128,135,48,93,.516,11,26,.423,28,35,.800,13,42,26,11,5,21,18
25,24,2022-12-07,,IND,W,121,115,39,81,.481,19,42,.452,18,24,.750,4,31,22,10,4,19,17
26,25,2022-12-09,@,UTA,W,118,108,39,90,.433,13,44,.295,17,24,.708,12,40,22,9,0,11,20
27,26,2022-12-10,@,POR,L,118,124,43,83,.518,13,34,.382,25,28,.893,11,45,20,5,4,16,24
28,27,2022-12-12,@,POR,L,112,133,48,89,.539,21,46,.457,16,21,.762,11,54,32,4,4,18,21
29,28,2022-12-14,@,LAC,L,88,99,34,89,.382,14,46,.304,17,21,.810,14,52,21,8,2,14,21
30,29,2022-12-16,@,OKC,W,112,110,41,88,.466,11,37,.297,17,21,.810,9,45,29,7,4,22,21
31,30,2022-12-18,,CHI,W,150,126,46,88,.523,16,38,.421,18,24,.750,6,30,31,6,1,11,16
32,31,2022-12-19,,DAL,W,116,106,31,76,.408,19,45,.422,25,31,.806,8,42,23,5,5,15,23
33,32,2022-12-21,,DAL,L,99,104,34,75,.453,13,39,.333,23,27,.852,7,39,17,6,3,13,12
34,33,2022-12-23,@,BOS,L,109,121,44,100,.440,13,46,.283,20,26,.769,20,53,28,9,6,11,16
35,34,2022-12-26,@,MIA,L,110,113,47,102,.461,13,49,.265,6,8,.750,13,40,27,9,3,9,17
36,35,2022-12-28,@,NOP,L,118,119,39,81,.481,11,23,.478,30,43,.698,9,43,22,6,4,13,24
37,36,2022-12-30,@,MIL,L,114,123,43,93,.462,14,39,.359,23,33,.697,20,68,25,5,8,21,25
38,37,2022-12-31,,DET,L,104,116,43,89,.483,10,27,.370,20,28,.714,15,52,21,6,6,14,22
39,38,2023-01-02,,DEN,W,124,111,42,91,.462,11,29,.379,16,20,.800,18,45,27,8,1,14,21
40,39,2023-01-04,,POR,W,113,106,33,75,.440,9,29,.310,31,42,.738,12,39,18,8,7,16,30
41,40,2023-01-06,,LAC,W,128,115,44,100,.440,9,25,.360,18,27,.667,18,40,22,13,3,8,19
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
44,41,2023-01-08,@,HOU,W,104,96,38,89,.427,11,36,.306,9,15,.600,12,41,26,8,7,18,19
45,42,2023-01-11,@,DET,L,118,135,48,80,.600,17,32,.531,22,28,.786,7,38,30,10,7,16,20
46,43,2023-01-13,,PHO,W,121,116,41,86,.477,14,23,.609,20,24,.833,9,43,28,10,3,19,20
47,44,2023-01-14,,CLE,W,110,102,37,76,.487,8,28,.286,20,23,.870,8,40,24,5,2,18,17
