,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2018-10-18,,LAL,W,128,119,45,93,.484,7,30,.233,22,29,.759,8,46,23,10,6,15,26
1,2,2018-10-20,,SAS,W,121,108,42,100,.420,13,30,.433,11,14,.786,15,40,29,5,4,6,17
2,3,2018-10-22,,WAS,L,124,125,46,110,.418,15,37,.405,18,26,.692,12,54,23,6,7,10,27
3,4,2018-10-25,@,ORL,W,128,114,43,86,.500,12,30,.400,16,20,.800,11,40,29,5,7,14,21
4,5,2018-10-27,@,MIA,L,111,120,44,96,.458,15,39,.385,17,26,.654,16,56,21,7,8,12,21
5,6,2018-10-29,@,IND,W,103,93,37,90,.411,6,19,.316,13,20,.650,7,35,19,8,5,8,20
6,7,2018-10-30,@,HOU,W,104,85,31,96,.323,10,43,.233,13,23,.565,20,49,18,7,9,11,25
7,8,2018-11-01,,NOP,W,132,119,40,94,.426,8,29,.276,31,37,.838,14,44,23,7,3,12,24
8,9,2018-11-03,,LAL,L,110,114,45,86,.523,8,21,.381,16,25,.640,9,50,20,9,11,20,22
9,10,2018-11-04,,MIN,W,111,81,29,93,.312,7,30,.233,16,21,.762,13,38,18,9,4,11,21
10,11,2018-11-06,,MIL,W,118,103,40,92,.435,16,42,.381,7,8,.875,12,42,26,2,1,11,16
11,12,2018-11-08,,LAC,W,116,105,41,89,.461,8,23,.348,15,20,.750,7,41,19,2,10,7,22
12,13,2018-11-11,,BOS,W,100,94,36,93,.387,14,42,.333,8,10,.800,11,42,19,11,5,12,16
13,14,2018-11-14,@,LAL,L,117,126,44,93,.473,15,32,.469,23,26,.885,11,48,25,11,6,13,18
14,15,2018-11-16,@,MIN,L,96,112,46,92,.500,12,28,.429,8,11,.727,9,43,28,11,4,12,16
15,16,2018-11-18,@,WAS,W,119,109,43,96,.448,13,32,.406,10,21,.476,9,43,28,4,9,11,30
16,17,2018-11-20,@,NYK,W,118,114,42,83,.506,13,29,.448,17,22,.773,10,42,22,8,5,15,15
17,18,2018-11-21,@,MIL,L,100,143,57,108,.528,15,45,.333,14,17,.824,13,59,34,8,2,14,23
18,19,2018-11-23,@,GSW,L,97,125,48,85,.565,17,32,.531,12,16,.750,6,43,29,11,10,15,22
