,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2019-10-23,,WAS,W,108,100,35,76,.461,11,36,.306,27,33,.818,5,46,17,6,5,19,22
1,2,2019-10-25,@,NOP,W,123,116,45,93,.484,14,40,.350,19,26,.731,12,49,23,8,7,11,19
2,3,2019-10-27,,POR,L,119,121,37,94,.394,13,50,.260,32,41,.780,12,46,27,7,3,11,22
3,4,2019-10-29,@,DEN,W,109,106,41,84,.488,13,37,.351,14,24,.583,10,42,29,6,5,8,14
4,5,2019-11-01,,LAL,L,110,119,40,102,.392,14,36,.389,16,23,.696,18,61,23,5,1,22,21
5,6,2019-11-03,@,CLE,W,131,111,50,94,.532,20,41,.488,11,13,.846,11,51,34,5,6,13,21
6,7,2019-11-06,,ORL,W,107,106,36,84,.429,11,31,.355,24,30,.800,12,43,20,4,1,17,23
7,8,2019-11-08,,NYK,L,102,106,37,90,.411,14,44,.318,14,17,.824,7,47,18,4,6,13,21
8,9,2019-11-09,@,MEM,W,138,122,52,97,.536,18,42,.429,16,20,.800,12,47,27,8,5,14,14
9,10,2019-11-11,@,BOS,L,106,116,37,89,.416,11,42,.262,21,28,.750,13,46,22,2,5,6,26
10,11,2019-11-14,@,NYK,L,103,106,36,84,.429,8,36,.222,23,31,.742,12,44,21,8,7,11,16
11,12,2019-11-16,,TOR,W,110,102,37,88,.420,9,39,.231,27,33,.818,12,55,24,7,4,12,15
12,13,2019-11-18,,SAS,W,117,110,42,84,.500,17,41,.415,16,23,.696,9,41,28,4,3,13,19
13,14,2019-11-20,,GSW,W,142,94,51,90,.567,22,38,.579,18,23,.783,8,50,33,7,7,11,21
14,15,2019-11-22,,CLE,W,143,101,58,100,.580,20,37,.541,7,9,.778,10,49,31,8,7,5,18
15,16,2019-11-24,@,HOU,W,137,123,49,102,.480,17,44,.386,22,28,.786,12,46,28,9,5,12,22
16,17,2019-11-26,,LAC,L,99,114,30,79,.380,11,38,.289,28,35,.800,9,46,16,12,2,20,21
17,18,2019-11-29,@,PHO,W,120,113,35,85,.412,17,47,.362,33,38,.868,9,47,20,7,3,8,24
18,19,2019-12-01,@,LAL,W,114,100,42,97,.433,17,49,.347,13,18,.722,16,51,24,11,1,13,20
19,20,2019-12-03,@,NOP,W,118,97,38,88,.432,19,45,.422,23,27,.852,10,51,22,5,8,10,14
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2019-12-04,,MIN,W,121,114,46,92,.500,11,37,.297,18,23,.783,13,45,24,5,5,8,16
23,22,2019-12-07,,NOP,W,130,84,46,86,.535,13,38,.342,25,31,.806,8,55,25,8,4,12,17
24,23,2019-12-08,,SAC,L,106,110,41,86,.477,17,44,.386,7,8,.875,10,40,24,3,1,12,11
25,24,2019-12-12,@,DET,W,122,111,45,88,.511,16,44,.364,16,23,.696,11,52,25,4,5,11,21
26,25,2019-12-14,,MIA,L,118,122,45,101,.446,17,44,.386,11,17,.647,8,48,30,4,3,11,27
27,26,2019-12-16,@,MIL,W,120,116,41,88,.466,16,41,.390,22,27,.815,8,52,27,5,6,14,23
28,27,2019-12-18,,BOS,L,103,109,34,87,.391,15,43,.349,20,25,.800,10,42,23,7,10,7,20
