,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2015-10-27,,DET,L,94,106,37,96,.385,12,29,.414,20,26,.769,23,59,23,5,3,15,15
1,2,2015-10-29,@,NYK,W,112,101,38,93,.409,6,29,.207,19,21,.905,16,48,21,10,4,21,24
2,3,2015-10-30,,CHO,W,97,94,36,88,.409,12,30,.400,10,13,.769,13,54,23,7,6,18,20
3,4,2015-11-01,@,CHO,W,94,92,32,86,.372,14,37,.378,14,15,.933,9,45,27,7,13,11,14
4,5,2015-11-03,@,MIA,W,98,92,38,86,.442,5,28,.179,11,16,.688,13,49,13,10,9,18,21
5,6,2015-11-04,,BRK,W,101,87,36,83,.434,5,21,.238,10,13,.769,14,43,24,9,4,19,19
6,7,2015-11-06,@,NOP,W,121,115,42,84,.500,10,30,.333,21,24,.875,6,32,30,9,7,12,24
7,8,2015-11-07,,WAS,W,114,99,38,78,.487,8,24,.333,15,17,.882,8,41,27,11,3,24,18
8,9,2015-11-09,,MIN,L,107,117,46,80,.575,7,15,.467,18,22,.818,8,40,27,10,5,19,18
9,10,2015-11-11,,NOP,W,106,98,37,83,.446,14,29,.483,10,15,.667,8,40,21,6,0,19,21
10,11,2015-11-13,@,BOS,L,93,106,42,103,.408,11,33,.333,11,12,.917,17,50,27,10,7,10,18
11,12,2015-11-15,,UTA,L,96,97,39,76,.513,7,21,.333,12,17,.706,10,40,21,7,7,17,15
12,13,2015-11-17,@,BRK,L,88,90,37,84,.440,9,20,.450,7,13,.538,9,44,22,14,3,11,14
13,14,2015-11-18,,SAC,W,103,97,38,86,.442,5,16,.313,16,18,.889,13,52,26,7,1,20,22
14,15,2015-11-21,@,CLE,L,97,109,41,85,.482,11,29,.379,16,19,.842,11,51,27,4,8,14,22
15,16,2015-11-24,,BOS,W,121,97,34,82,.415,9,21,.429,20,26,.769,10,33,23,14,2,16,19
16,17,2015-11-25,@,MIN,L,95,99,34,82,.415,9,21,.429,22,29,.759,7,45,22,9,4,11,23
17,18,2015-11-27,@,MEM,W,116,101,35,80,.438,12,30,.400,19,21,.905,5,37,20,3,1,13,25
18,19,2015-11-28,@,SAS,L,88,108,40,85,.471,9,17,.529,19,20,.950,12,49,25,11,9,16,14
19,20,2015-11-30,,OKC,W,106,100,37,93,.398,7,19,.368,19,22,.864,13,48,19,8,8,11,19
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2015-12-02,,TOR,L,86,96,36,79,.456,6,25,.240,18,24,.750,8,50,12,10,5,12,18
23,22,2015-12-04,,LAL,W,100,87,32,86,.372,13,27,.481,10,13,.769,15,42,19,10,7,16,14
24,23,2015-12-09,@,DAL,W,98,95,36,100,.360,7,31,.226,16,19,.842,20,51,18,7,3,9,15
25,24,2015-12-10,@,OKC,L,94,107,39,80,.488,9,17,.529,20,26,.769,10,52,24,6,2,14,16
26,25,2015-12-12,,SAS,L,78,103,36,74,.486,10,20,.500,21,22,.955,6,49,26,11,2,23,16
27,26,2015-12-14,,MIA,L,88,100,40,89,.449,7,16,.438,13,15,.867,15,54,26,6,5,15,16
28,27,2015-12-16,,PHI,W,127,106,39,75,.520,12,26,.462,16,24,.667,7,32,20,5,2,22,21
29,28,2015-12-18,@,BOS,W,109,101,34,77,.442,10,23,.435,23,31,.742,6,43,19,5,2,21,25
30,29,2015-12-20,@,ORL,W,103,100,38,81,.469,4,12,.333,20,24,.833,8,36,27,16,5,13,22
