,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2017-10-17,,BOS,W,102,99,36,88,.409,8,32,.250,19,25,.760,9,46,24,11,4,10,24
1,2,2017-10-20,@,MIL,W,116,97,38,82,.463,11,35,.314,10,12,.833,8,30,23,9,2,14,17
2,3,2017-10-21,,ORL,L,93,114,40,90,.444,17,35,.486,17,20,.850,12,50,28,7,6,12,28
3,4,2017-10-24,,CHI,W,119,112,42,88,.477,17,33,.515,11,13,.846,8,39,28,3,3,9,20
4,5,2017-10-25,@,BRK,L,107,112,40,93,.430,17,46,.370,15,21,.714,10,38,22,11,3,12,22
5,6,2017-10-28,@,NOP,L,101,123,49,95,.516,13,33,.394,12,16,.750,10,47,33,10,4,11,20
6,7,2017-10-29,,NYK,L,95,114,42,89,.472,13,28,.464,17,21,.810,11,51,27,9,6,14,26
7,8,2017-11-01,,IND,L,107,124,49,90,.544,16,26,.615,10,13,.769,8,43,35,9,1,11,23
8,9,2017-11-03,@,WAS,W,130,122,45,84,.536,11,28,.393,21,31,.677,9,37,25,5,2,16,24
9,10,2017-11-05,,ATL,L,115,117,41,86,.477,11,25,.440,24,34,.706,11,44,24,4,6,17,20
10,11,2017-11-07,,MIL,W,124,119,47,83,.566,13,30,.433,12,16,.750,8,36,29,6,8,16,31
11,12,2017-11-09,@,HOU,L,113,117,36,77,.468,16,46,.348,29,36,.806,17,45,21,11,5,22,27
12,13,2017-11-11,@,DAL,W,111,104,39,92,.424,10,34,.294,16,21,.762,9,42,21,7,3,10,26
13,14,2017-11-13,@,NYK,W,104,101,38,88,.432,8,25,.320,17,22,.773,13,49,19,13,3,17,21
14,15,2017-11-15,@,CHO,W,115,107,41,86,.477,6,26,.231,19,28,.679,8,41,21,7,5,13,19
15,16,2017-11-17,,LAC,W,118,113,46,103,.447,10,35,.286,11,14,.786,13,55,29,7,10,15,26
16,17,2017-11-20,@,DET,W,116,88,34,77,.442,13,30,.433,7,13,.538,7,34,23,7,2,14,19
17,18,2017-11-22,,BRK,W,119,109,42,81,.519,14,37,.378,11,16,.688,8,42,26,5,2,19,21
18,19,2017-11-24,,CHO,W,100,99,36,94,.383,11,29,.379,16,27,.593,15,55,25,4,3,9,17
19,20,2017-11-27,@,PHI,W,113,91,36,96,.375,3,28,.107,16,20,.800,22,53,15,6,2,12,18
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2017-11-28,,MIA,W,108,97,37,84,.440,10,31,.323,13,20,.650,8,42,24,7,5,15,19
23,22,2017-11-30,@,ATL,W,121,114,41,79,.519,12,31,.387,20,24,.833,8,29,24,9,4,17,20
24,23,2017-12-02,,MEM,W,116,111,43,84,.512,13,23,.565,12,14,.857,6,36,31,6,4,12,19
25,24,2017-12-04,@,CHI,W,113,91,34,82,.415,9,34,.265,14,18,.778,10,43,21,4,5,11,16
26,25,2017-12-06,,SAC,W,101,95,39,86,.453,10,32,.313,7,13,.538,9,45,25,15,5,12,20
27,26,2017-12-08,@,IND,L,102,106,38,86,.442,15,39,.385,15,24,.625,12,49,21,7,3,8,19
28,27,2017-12-09,,PHI,W,105,98,37,78,.474,11,33,.333,13,13,1.000,7,39,31,10,2,19,21
29,28,2017-12-12,,ATL,W,123,114,43,92,.467,16,36,.444,12,13,.923,10,37,26,8,4,10,17
30,29,2017-12-14,,LAL,W,121,112,47,95,.495,9,31,.290,9,14,.643,16,49,33,7,3,18,20
31,30,2017-12-16,,UTA,W,109,100,37,81,.457,17,34,.500,9,14,.643,11,38,24,9,7,12,14
32,31,2017-12-17,@,WAS,W,106,99,39,91,.429,12,33,.364,9,16,.563,13,51,20,4,5,10,18
33,32,2017-12-19,@,MIL,L,116,119,43,82,.524,11,29,.379,22,27,.815,8,40,27,12,3,14,18
34,33,2017-12-21,,CHI,W,115,112,47,85,.553,12,31,.387,6,8,.750,5,35,34,8,1,12,19
35,34,2017-12-25,@,GSW,L,92,99,38,82,.463,10,37,.270,13,17,.765,10,47,28,7,7,15,18
36,35,2017-12-27,@,SAC,L,95,109,41,79,.519,12,30,.400,15,18,.833,7,40,25,8,6,11,19
37,36,2017-12-30,@,UTA,L,101,104,38,82,.463,10,31,.323,18,21,.857,5,43,24,12,4,11,24
38,37,2018-01-02,,POR,W,127,110,42,90,.467,13,32,.406,13,19,.684,13,43,25,5,5,15,29
39,38,2018-01-03,@,BOS,L,88,102,41,92,.446,12,36,.333,8,11,.727,9,52,27,9,2,15,20
40,39,2018-01-06,@,ORL,W,131,127,49,98,.500,14,37,.378,15,22,.682,14,46,29,5,2,19,28
41,40,2018-01-08,@,MIN,L,99,127,52,100,.520,10,31,.323,13,17,.765,15,56,30,6,2,5,17
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
44,41,2018-01-11,@,TOR,L,99,133,53,106,.500,18,42,.429,9,13,.692,18,63,31,3,7,9,25
45,42,2018-01-12,@,IND,L,95,97,39,85,.459,10,21,.476,9,12,.750,6,44,16,5,4,14,18
46,43,2018-01-15,,GSW,L,108,118,41,85,.482,12,32,.375,24,30,.800,13,48,33,8,6,16,23
47,44,2018-01-18,,ORL,W,104,103,41,88,.466,5,22,.227,16,21,.762,9,42,25,12,6,14,22
48,45,2018-01-20,,OKC,L,124,148,58,100,.580,14,30,.467,18,28,.643,16,52,37,9,2,13,23
49,46,2018-01-23,@,SAS,L,102,114,47,94,.500,8,28,.286,12,16,.750,13,45,23,11,4,9,19
50,47,2018-01-26,,IND,W,115,108,43,91,.473,13,31,.419,9,11,.818,8,37,27,13,1,16,15
51,48,2018-01-28,,DET,W,121,104,40,95,.421,14,36,.389,10,13,.769,7,43,31,5,6,6,23
52,49,2018-01-30,@,DET,L,114,125,49,93,.527,9,23,.391,18,28,.643,8,47,30,12,5,10,27
53,50,2018-01-31,,MIA,W,91,89,36,83,.434,3,28,.107,14,25,.560,6,52,17,8,5,19,25
54,51,2018-02-03,,HOU,L,88,120,44,93,.473,19,51,.373,13,16,.813,6,53,28,6,5,8,19
55,52,2018-02-06,@,ORL,L,98,116,46,88,.523,6,22,.273,18,27,.667,12,50,27,7,8,12,16
56,53,2018-02-07,,MIN,W,140,138,54,93,.581,19,33,.576,11,12,.917,4,35,33,7,4,11,19
57,54,2018-02-09,@,ATL,W,123,107,37,83,.446,16,44,.364,17,19,.895,6,42,20,4,4,12,18
58,55,2018-02-11,@,BOS,W,121,99,36,89,.404,10,38,.263,17,22,.773,13,43,22,3,4,14,14
59,56,2018-02-13,@,OKC,W,120,112,40,90,.444,11,35,.314,21,30,.700,18,51,23,6,3,9,20
60,57,2018-02-22,,WAS,L,103,110,44,92,.478,12,30,.400,10,10,1.000,9,43,29,9,3,10,23
61,58,2018-02-23,@,MEM,W,112,89,33,84,.393,9,24,.375,14,18,.778,5,37,22,10,4,21,25
62,59,2018-02-25,,SAS,L,94,110,38,86,.442,9,19,.474,25,32,.781,10,44,22,11,9,9,12
63,60,2018-02-27,,BRK,W,129,123,44,82,.537,12,32,.375,23,30,.767,3,36,29,6,0,12,21
64,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,
66,61,2018-03-01,,PHI,L,97,108,40,90,.444,10,30,.333,18,27,.667,14,54,22,4,5,9,20
67,62,2018-03-03,,DEN,L,117,126,47,86,.547,19,35,.543,13,15,.867,6,35,35,4,3,9,19
68,63,2018-03-05,,DET,W,112,90,34,87,.391,12,34,.353,10,15,.667,8,40,17,9,6,11,22
69,64,2018-03-07,@,DEN,W,113,108,42,86,.488,10,27,.370,14,18,.778,14,51,22,7,2,21,16
70,65,2018-03-09,@,LAC,L,102,116,43,89,.483,11,28,.393,19,30,.633,13,52,25,6,3,13,16
71,66,2018-03-11,@,LAL,L,113,127,48,96,.500,13,34,.382,18,20,.900,14,51,30,9,4,13,19
72,67,2018-03-13,@,PHO,W,129,107,38,98,.388,6,32,.188,25,30,.833,11,47,17,10,2,18,21
73,68,2018-03-15,@,POR,L,105,113,43,96,.448,12,35,.343,15,19,.789,13,50,26,4,3,7,15
74,69,2018-03-17,@,CHI,W,114,109,41,91,.451,16,34,.471,11,15,.733,11,45,30,4,3,12,21
75,70,2018-03-19,,MIL,W,124,117,45,88,.511,8,31,.258,19,20,.950,8,32,26,11,7,15,23
76,71,2018-03-21,,TOR,W,132,129,47,88,.534,15,34,.441,20,23,.870,10,33,32,4,5,6,23
77,72,2018-03-23,,PHO,W,120,95,38,87,.437,7,28,.250,12,20,.600,7,36,24,9,4,17,23
78,73,2018-03-25,@,BRK,W,121,114,38,83,.458,17,37,.459,21,26,.808,7,38,27,7,3,9,23
79,74,2018-03-27,@,MIA,L,79,98,37,78,.474,9,29,.310,15,20,.750,9,44,24,10,9,14,18
80,75,2018-03-28,@,CHO,W,118,105,39,76,.513,5,21,.238,22,24,.917,6,40,20,2,2,13,16
81,76,2018-03-30,,NOP,W,107,102,43,89,.483,11,26,.423,5,6,.833,7,41,25,4,2,11,19
82,77,2018-04-01,,DAL,W,98,87,32,79,.405,13,37,.351,10,11,.909,4,38,15,5,3,15,20
83,78,2018-04-03,,TOR,W,112,106,42,94,.447,11,34,.324,11,14,.786,9,46,28,7,1,11,23
84,79,2018-04-05,,WAS,W,119,115,47,94,.500,9,21,.429,12,14,.857,12,41,34,8,7,15,23
85,80,2018-04-06,@,PHI,L,130,132,50,101,.495,14,39,.359,18,21,.857,11,44,35,11,7,12,23
86,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,
88,81,2018-04-09,@,NYK,W,123,109,46,87,.529,11,30,.367,6,12,.500,8,37,26,4,7,14,20
89,82,2018-04-11,,NYK,L,98,110,43,85,.506,12,27,.444,12,13,.923,8,39,30,10,3,15,22
