,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2021-10-20,@,MEM,L,121,132,47,93,.505,14,38,.368,13,18,.722,7,36,38,6,5,10,17
1,2,2021-10-22,,CHO,L,112,123,43,84,.512,9,31,.290,17,20,.850,7,36,26,9,3,18,15
2,3,2021-10-23,,ATL,W,101,95,37,89,.416,7,28,.250,20,27,.741,12,54,23,6,6,10,16
3,4,2021-10-25,@,DEN,W,99,87,38,82,.463,7,25,.280,16,20,.800,11,49,26,8,5,14,18
4,5,2021-10-27,@,LAC,W,92,79,33,81,.407,3,20,.150,23,27,.852,14,57,12,9,3,20,14
5,6,2021-10-29,@,LAL,L,101,113,37,87,.425,12,34,.353,15,22,.682,16,36,28,10,1,15,13
6,7,2021-10-30,@,PHO,L,92,101,36,91,.396,14,44,.318,6,7,.857,10,47,21,8,3,19,21
7,8,2021-11-01,@,CHO,W,113,110,39,90,.433,9,28,.321,26,38,.684,17,49,21,12,7,16,14
8,9,2021-11-03,,POR,W,107,104,39,74,.527,15,30,.500,14,18,.778,5,43,29,4,2,17,14
9,10,2021-11-05,@,TOR,W,102,101,38,83,.458,10,30,.333,16,19,.842,11,39,22,4,3,17,13
10,11,2021-11-07,@,NYK,W,126,109,49,90,.544,19,35,.543,9,11,.818,11,48,31,8,2,15,18
11,12,2021-11-10,,WAS,L,94,97,35,76,.461,9,31,.290,15,21,.714,6,40,21,7,4,14,18
12,13,2021-11-12,,DET,W,98,78,39,82,.476,14,41,.341,6,9,.667,8,40,27,12,6,19,11
13,14,2021-11-13,,BOS,W,91,89,31,81,.383,10,38,.263,19,22,.864,9,39,17,10,4,11,19
14,15,2021-11-15,,BOS,L,92,98,32,83,.386,16,40,.400,12,16,.750,7,42,18,6,3,13,18
15,16,2021-11-17,@,BRK,L,99,109,35,89,.393,11,44,.250,18,21,.857,12,50,20,9,1,13,17
16,17,2021-11-18,,GSW,L,89,104,34,80,.425,12,39,.308,9,16,.563,13,42,22,6,3,17,11
17,18,2021-11-22,,BRK,L,112,117,36,93,.387,14,44,.318,26,29,.897,14,53,24,6,5,12,16
18,19,2021-11-24,,PHO,L,115,120,43,97,.443,12,39,.308,17,25,.680,13,44,22,7,0,10,23
19,20,2021-11-27,,ORL,W,105,92,41,90,.456,14,39,.359,9,12,.750,10,51,28,3,9,13,18
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2021-11-29,@,DAL,W,114,96,45,80,.563,10,19,.526,14,18,.778,5,48,29,3,4,19,22
23,22,2021-12-01,@,MIA,W,111,85,37,68,.544,16,31,.516,21,23,.913,6,46,27,8,14,20,15
24,23,2021-12-03,@,WAS,W,116,101,42,89,.472,13,30,.433,19,25,.760,15,54,30,2,5,14,19
25,24,2021-12-05,,UTA,L,108,109,42,91,.462,14,38,.368,10,13,.769,15,45,20,12,5,13,8
26,25,2021-12-06,@,MIL,L,104,112,35,90,.389,15,46,.326,19,20,.950,7,39,27,8,4,9,17
27,26,2021-12-08,,CHI,W,115,92,44,80,.550,13,28,.464,14,16,.875,5,42,28,10,8,14,22
28,27,2021-12-10,@,MIN,W,123,106,46,85,.541,13,33,.394,18,22,.818,6,47,34,8,7,15,23
29,28,2021-12-11,,SAC,W,117,103,41,88,.466,12,31,.387,23,28,.821,7,47,27,13,6,14,24
30,29,2021-12-13,,MIA,W,105,94,36,81,.444,16,36,.444,17,18,.944,8,42,24,6,1,12,16
31,30,2021-12-15,,HOU,W,124,89,45,80,.563,18,40,.450,16,24,.667,9,44,26,6,5,15,25
32,31,2021-12-18,@,MIL,W,119,90,45,90,.500,16,45,.356,13,14,.929,9,46,36,11,3,13,13
33,32,2021-12-22,@,BOS,L,101,111,36,92,.391,9,38,.237,20,24,.833,15,53,17,8,3,15,15
34,33,2021-12-26,,TOR,W,144,99,56,106,.528,22,52,.423,10,12,.833,13,52,39,12,5,12,17
35,34,2021-12-28,@,NOP,L,104,108,37,88,.420,14,41,.341,16,19,.842,11,42,27,6,3,7,19
36,35,2021-12-30,@,WAS,L,93,110,35,83,.422,8,28,.286,15,23,.652,8,44,20,4,3,12,17
37,36,2021-12-31,,ATL,L,118,121,48,84,.571,8,25,.320,14,24,.583,8,46,27,1,8,9,18
