,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2016-10-26,,HOU,W,120,114,45,89,.506,12,35,.343,18,22,.818,11,39,21,10,4,15,24
1,2,2016-10-28,@,UTA,L,89,96,32,84,.381,9,23,.391,16,21,.762,11,43,16,6,7,14,29
2,3,2016-10-30,@,OKC,L,96,113,35,87,.402,7,32,.219,19,24,.792,11,41,20,15,2,21,18
3,4,2016-11-01,@,IND,L,108,115,40,89,.449,6,28,.214,22,25,.880,11,44,14,8,2,19,25
4,5,2016-11-02,@,ATL,W,123,116,48,90,.533,9,22,.409,18,20,.900,11,42,24,11,9,15,25
5,6,2016-11-04,,GSW,W,117,97,45,95,.474,8,30,.267,19,21,.905,16,51,26,9,5,16,19
6,7,2016-11-06,,PHO,W,119,108,41,90,.456,10,23,.435,27,35,.771,15,53,22,8,5,19,22
7,8,2016-11-08,,DAL,L,97,109,38,78,.487,10,26,.385,11,14,.786,8,37,20,6,1,16,19
8,9,2016-11-10,@,SAC,W,101,91,38,74,.514,9,27,.333,16,22,.727,4,42,18,8,2,21,19
9,10,2016-11-12,@,NOP,W,126,99,52,94,.553,16,30,.533,6,7,.857,10,47,36,8,5,10,17
10,11,2016-11-13,@,MIN,L,99,125,33,71,.465,8,24,.333,25,30,.833,5,39,16,6,5,17,31
11,12,2016-11-15,,BRK,W,125,118,41,92,.446,9,28,.321,34,43,.791,14,55,24,9,2,11,17
12,13,2016-11-18,,SAS,L,107,116,39,87,.448,12,25,.480,17,21,.810,15,45,24,6,1,13,21
13,14,2016-11-20,,CHI,L,110,118,41,93,.441,13,31,.419,15,21,.714,10,37,26,11,3,10,19
14,15,2016-11-22,,OKC,W,111,109,42,83,.506,14,27,.519,13,16,.813,6,35,25,8,7,17,17
15,16,2016-11-23,@,GSW,L,106,149,40,93,.430,8,20,.400,18,22,.818,7,37,22,5,1,11,25
16,17,2016-11-25,,GSW,L,85,109,32,90,.356,5,22,.227,16,23,.696,14,45,20,12,3,18,16
17,18,2016-11-27,,ATL,W,109,94,42,95,.442,8,20,.400,17,20,.850,15,53,20,7,2,9,15
18,19,2016-11-29,@,NOP,L,88,105,37,87,.425,5,30,.167,9,18,.500,9,47,26,8,5,12,17
19,20,2016-11-30,@,CHI,W,96,90,33,81,.407,2,8,.250,28,41,.683,18,60,17,12,3,23,24
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2016-12-02,@,TOR,L,80,113,32,93,.344,6,26,.231,10,17,.588,19,46,16,6,2,16,18
23,22,2016-12-03,@,MEM,L,100,103,35,81,.432,7,21,.333,23,29,.793,14,44,16,7,4,18,18
24,23,2016-12-05,,UTA,L,101,107,39,87,.448,5,14,.357,18,23,.783,15,43,15,8,1,10,23
25,24,2016-12-07,@,HOU,L,95,134,34,87,.391,5,20,.250,22,27,.815,14,39,14,13,4,27,22
26,25,2016-12-09,,PHO,L,115,119,40,87,.460,9,26,.346,26,34,.765,10,49,18,4,2,15,21
27,26,2016-12-11,,NYK,L,112,118,42,88,.477,10,28,.357,18,22,.818,9,41,26,7,1,14,22
28,27,2016-12-12,@,SAC,L,92,116,33,84,.393,10,23,.435,16,21,.762,17,39,18,12,3,19,16
29,28,2016-12-14,@,BRK,L,97,107,35,91,.385,6,27,.222,21,34,.618,18,49,11,8,6,10,26
30,29,2016-12-16,@,PHI,W,100,89,36,79,.456,9,30,.300,19,22,.864,8,46,19,10,4,20,21
31,30,2016-12-17,@,CLE,L,108,119,41,86,.477,16,37,.432,10,13,.769,10,41,30,3,2,11,16
32,31,2016-12-20,@,CHO,L,113,117,44,90,.489,16,33,.485,9,11,.818,10,40,29,5,12,12,20
33,32,2016-12-22,@,MIA,L,107,115,40,90,.444,14,38,.368,13,15,.867,9,40,18,7,2,13,14
34,33,2016-12-23,@,ORL,L,90,109,31,87,.356,8,23,.348,20,24,.833,12,46,16,8,6,16,14
35,34,2016-12-25,,LAC,W,111,102,40,84,.476,8,25,.320,23,30,.767,13,48,18,7,3,13,21
36,35,2016-12-27,,UTA,L,100,102,39,83,.470,4,16,.250,18,22,.818,15,40,19,8,3,14,21
37,36,2016-12-29,,DAL,L,89,101,32,68,.471,7,19,.368,18,25,.720,7,34,15,8,1,15,18
38,37,2017-01-01,,TOR,L,114,123,37,92,.402,15,32,.469,25,31,.806,16,43,19,8,3,7,21
39,38,2017-01-03,,MEM,W,116,102,42,82,.512,17,33,.515,15,28,.536,9,43,34,5,2,9,23
40,39,2017-01-05,@,POR,L,109,118,36,86,.419,10,31,.323,27,33,.818,10,40,15,7,3,11,25
41,40,2017-01-06,,MIA,W,127,100,48,96,.500,10,28,.357,21,29,.724,18,62,22,6,2,11,22
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
44,41,2017-01-08,,ORL,W,111,95,42,87,.483,8,32,.250,19,24,.792,6,47,23,8,5,13,21
45,42,2017-01-10,,POR,L,87,108,32,83,.386,9,24,.375,14,26,.538,9,38,18,7,5,10,18
46,43,2017-01-12,@,SAS,L,94,134,35,85,.412,6,20,.300,18,25,.720,9,29,23,6,3,9,25
47,44,2017-01-14,@,LAC,L,97,113,36,80,.450,10,21,.476,15,27,.556,6,40,21,3,2,14,20
48,45,2017-01-15,,DET,L,97,102,36,83,.434,6,26,.231,19,24,.792,9,50,19,2,4,14,18
49,46,2017-01-17,,DEN,L,121,127,47,108,.435,11,30,.367,16,18,.889,20,43,28,11,5,12,21
50,47,2017-01-20,,IND,W,108,95,41,87,.471,14,33,.424,12,15,.800,16,51,27,15,3,23,20
51,48,2017-01-22,@,DAL,L,73,122,28,73,.384,3,21,.143,14,17,.824,5,32,11,3,4,17,20
52,49,2017-01-25,@,POR,L,98,105,37,94,.394,11,30,.367,13,14,.929,14,51,16,5,9,13,17
53,50,2017-01-26,@,UTA,L,88,96,36,84,.429,4,14,.286,12,13,.923,10,48,13,5,2,12,24
54,51,2017-01-31,,DEN,W,120,116,47,89,.528,12,26,.462,14,18,.778,10,44,25,7,10,15,16
55,52,2017-02-02,@,WAS,L,108,116,40,87,.460,12,39,.308,16,22,.727,12,47,19,6,8,20,23
56,53,2017-02-03,@,BOS,L,107,113,37,94,.394,14,38,.368,19,26,.731,15,52,24,9,3,12,23
57,54,2017-02-06,@,NYK,W,121,107,44,102,.431,8,28,.286,25,31,.806,20,55,19,9,5,7,28
58,55,2017-02-08,@,DET,L,102,121,37,86,.430,6,23,.261,22,26,.846,7,41,21,7,3,21,21
59,56,2017-02-10,@,MIL,W,122,114,39,75,.520,15,31,.484,29,35,.829,6,33,25,9,3,17,24
60,57,2017-02-14,,SAC,L,96,97,38,83,.458,12,29,.414,8,15,.533,13,43,22,10,3,17,21
61,58,2017-02-15,@,PHO,L,101,137,35,93,.376,9,26,.346,22,28,.786,7,36,16,9,3,12,27
62,59,2017-02-24,@,OKC,L,93,110,40,101,.396,7,35,.200,6,14,.429,15,51,23,15,8,13,19
63,60,2017-02-26,,SAS,L,98,119,40,87,.460,7,22,.318,11,18,.611,13,44,16,8,2,18,18
64,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,
66,61,2017-02-28,,CHO,L,104,109,41,84,.488,12,32,.375,10,13,.769,6,39,22,9,5,14,23
67,62,2017-03-03,,BOS,L,95,115,37,87,.425,6,24,.250,15,20,.750,6,34,23,11,7,14,21
68,63,2017-03-05,,NOP,L,97,105,38,83,.458,10,28,.357,11,15,.733,11,49,22,7,5,25,24
69,64,2017-03-07,@,DAL,L,111,122,42,90,.467,11,30,.367,16,22,.727,11,44,25,9,3,11,20
70,65,2017-03-09,@,PHO,W,122,110,47,98,.480,12,27,.444,16,24,.667,14,42,21,11,7,9,20
71,66,2017-03-12,,PHI,L,116,118,44,88,.500,4,20,.200,24,28,.857,7,40,24,10,10,15,21
72,67,2017-03-13,@,DEN,L,101,129,42,97,.433,6,20,.300,11,19,.579,16,46,17,10,3,16,21
73,68,2017-03-15,@,HOU,L,100,139,42,91,.462,3,25,.120,13,18,.722,9,38,16,10,0,22,25
74,69,2017-03-17,,MIL,L,103,107,38,84,.452,11,29,.379,16,26,.615,11,40,24,7,4,14,20
75,70,2017-03-19,,CLE,L,120,125,47,91,.516,11,27,.407,15,19,.789,10,40,23,5,1,5,25
76,71,2017-03-21,,LAC,L,109,133,43,92,.467,6,20,.300,17,27,.630,14,41,23,8,3,8,22
77,72,2017-03-24,,MIN,W,130,119,46,88,.523,14,23,.609,24,28,.857,9,42,26,6,2,20,23
78,73,2017-03-26,,POR,L,81,97,33,84,.393,5,21,.238,10,17,.588,1,42,19,6,3,10,17
79,74,2017-03-28,,WAS,L,108,119,43,85,.506,8,22,.364,14,16,.875,11,43,21,6,9,18,19
80,75,2017-03-30,@,MIN,L,104,119,40,84,.476,9,27,.333,15,16,.938,14,42,20,4,5,16,22
81,76,2017-04-01,@,LAC,L,104,115,39,90,.433,6,23,.261,20,30,.667,15,41,26,12,2,11,27
82,77,2017-04-02,,MEM,W,108,103,40,85,.471,7,19,.368,21,27,.778,17,51,14,11,2,13,12
83,78,2017-04-05,@,SAS,W,102,95,42,86,.488,7,14,.500,11,14,.786,8,47,23,8,5,16,13
84,79,2017-04-07,,SAC,W,98,94,38,86,.442,4,24,.167,18,25,.720,16,41,20,12,1,14,15
85,80,2017-04-09,,MIN,W,110,109,42,86,.488,10,27,.370,16,20,.800,12,40,26,10,8,16,23
86,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,
88,81,2017-04-11,,NOP,W,108,96,42,88,.477,8,22,.364,16,23,.696,8,47,24,15,3,11,18
89,82,2017-04-12,@,GSW,L,94,109,41,93,.441,4,17,.235,8,14,.571,11,40,23,13,2,18,22
