,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2018-10-18,@,POR,L,119,128,44,100,.440,13,37,.351,27,29,.931,14,54,21,9,10,16,26
1,2,2018-10-20,,HOU,L,115,124,44,96,.458,16,42,.381,20,30,.667,13,54,22,7,4,16,21
2,3,2018-10-22,,SAS,L,142,143,50,97,.515,15,28,.536,28,38,.737,10,47,32,9,3,9,26
3,4,2018-10-24,@,PHO,W,131,113,44,84,.524,10,31,.323,15,21,.714,9,44,27,4,4,19,23
4,5,2018-10-25,,DEN,W,121,114,46,92,.500,6,23,.261,16,20,.800,10,44,22,8,5,19,22
5,6,2018-10-27,@,SAS,L,106,110,44,91,.484,3,16,.188,19,24,.792,12,49,20,7,5,13,17
6,7,2018-10-29,@,MIN,L,120,124,42,98,.429,14,29,.483,26,30,.867,20,51,26,11,12,14,14
7,8,2018-10-31,,DAL,W,114,113,43,86,.500,13,29,.448,14,19,.737,10,40,24,5,5,23,24
8,9,2018-11-03,@,POR,W,114,110,44,104,.423,6,35,.171,16,22,.727,16,50,20,10,5,14,21
9,10,2018-11-04,,TOR,L,107,121,49,98,.500,10,35,.286,13,14,.929,13,49,32,9,4,12,24
10,11,2018-11-07,,MIN,W,114,110,41,91,.451,20,40,.500,8,9,.889,11,40,22,10,5,15,17
11,12,2018-11-10,@,SAC,W,101,86,32,92,.348,6,25,.240,16,20,.800,13,50,11,7,5,19,20
12,13,2018-11-11,,ATL,W,107,106,41,95,.432,13,37,.351,11,13,.846,10,44,25,11,4,17,23
13,14,2018-11-14,,POR,W,126,117,41,93,.441,14,33,.424,21,23,.913,11,47,24,8,10,14,21
14,15,2018-11-17,@,ORL,L,117,130,50,93,.538,11,32,.344,19,23,.826,11,41,28,5,8,13,23
15,16,2018-11-18,@,MIA,W,113,97,35,87,.402,13,32,.406,14,19,.737,12,48,20,3,5,12,21
16,17,2018-11-21,@,CLE,W,109,105,39,102,.382,13,34,.382,14,15,.933,15,46,18,3,2,3,22
17,18,2018-11-23,,UTA,W,90,83,33,85,.388,4,23,.174,13,17,.765,7,41,22,12,3,19,21
