,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2021-10-20,,BOS,W,138,134,48,117,.410,21,57,.368,17,23,.739,15,56,34,13,9,18,24
1,2,2021-10-22,@,ORL,W,121,96,33,83,.398,17,43,.395,13,15,.867,9,46,24,5,3,18,18
2,3,2021-10-24,,ORL,L,104,110,36,88,.409,12,43,.279,26,34,.765,10,57,22,7,4,13,25
3,4,2021-10-26,,PHI,W,112,99,36,82,.439,12,41,.293,15,17,.882,12,40,24,9,4,14,14
4,5,2021-10-28,@,CHI,W,104,103,36,84,.429,11,32,.344,20,22,.909,5,37,25,6,5,7,18
5,6,2021-10-30,@,NOP,W,123,117,42,92,.457,11,33,.333,22,24,.917,12,43,30,7,3,11,24
6,7,2021-11-01,,TOR,L,104,113,43,99,.434,14,42,.333,13,14,.929,13,48,24,12,4,8,20
7,8,2021-11-03,@,IND,L,98,111,42,91,.462,16,41,.390,11,14,.786,10,49,26,7,7,11,22
8,9,2021-11-05,@,MIL,W,113,98,33,82,.402,16,43,.372,16,21,.762,7,37,19,5,5,15,20
9,10,2021-11-07,,CLE,L,109,126,49,90,.544,19,35,.543,9,11,.818,11,48,31,8,2,15,18
10,11,2021-11-08,@,PHI,W,103,96,35,91,.385,13,40,.325,13,16,.813,12,47,20,7,6,8,13
11,12,2021-11-10,,MIL,L,100,112,40,90,.444,26,50,.520,6,9,.667,13,50,29,4,4,14,17
12,13,2021-11-12,@,CHO,L,96,104,39,90,.433,10,36,.278,16,24,.667,12,49,25,10,5,12,18
13,14,2021-11-15,,IND,W,92,84,32,86,.372,8,37,.216,12,16,.750,9,44,16,6,6,7,15
14,15,2021-11-17,,ORL,L,98,104,39,96,.406,11,38,.289,15,18,.833,14,51,20,7,3,12,19
15,16,2021-11-20,,HOU,W,106,99,38,84,.452,10,39,.256,13,22,.591,13,48,21,5,8,22,21
16,17,2021-11-21,@,CHI,L,103,109,37,88,.420,11,29,.379,24,27,.889,11,44,21,5,1,9,26
17,18,2021-11-23,,LAL,W,106,100,34,91,.374,11,36,.306,21,30,.700,13,50,23,8,3,12,17
18,19,2021-11-26,,PHO,L,97,118,44,79,.557,13,28,.464,17,21,.810,1,35,28,10,2,11,19
19,20,2021-11-27,@,ATL,W,99,90,33,93,.355,9,37,.243,15,20,.750,13,52,18,8,6,6,17
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2021-11-30,@,BRK,L,110,112,41,85,.482,8,28,.286,22,25,.880,9,38,27,7,7,9,14
23,22,2021-12-02,,CHI,L,115,119,44,89,.494,11,29,.379,20,21,.952,13,39,24,10,8,15,22
24,23,2021-12-04,,DEN,L,99,113,44,84,.524,20,43,.465,5,5,1.000,8,42,30,10,5,13,19
25,24,2021-12-07,@,SAS,W,121,109,41,92,.446,12,31,.387,15,20,.750,13,43,30,5,4,10,18
26,25,2021-12-08,@,IND,L,102,122,46,86,.535,10,27,.370,20,25,.800,9,42,27,8,4,9,19
27,26,2021-12-10,@,TOR,L,87,90,30,87,.345,12,35,.343,18,23,.783,12,48,21,9,7,8,19
28,27,2021-12-12,,MIL,L,97,112,42,88,.477,14,41,.341,14,17,.824,12,46,27,11,1,15,12
29,28,2021-12-14,,GSW,L,96,105,35,77,.455,15,40,.375,20,27,.741,7,49,28,3,6,12,22
30,29,2021-12-16,@,HOU,W,116,103,34,68,.500,11,32,.344,24,30,.800,5,29,29,4,4,17,25
31,30,2021-12-18,@,BOS,L,107,114,42,89,.472,17,45,.378,13,17,.765,12,45,23,6,3,12,20
32,31,2021-12-21,,DET,W,105,91,34,94,.362,8,33,.242,15,19,.789,10,48,22,9,4,12,18
33,32,2021-12-23,,WAS,L,117,124,42,75,.560,16,37,.432,24,32,.750,5,38,30,4,6,11,18
34,33,2021-12-25,,ATL,W,101,87,33,87,.379,13,38,.342,8,14,.571,8,46,23,8,5,12,12
35,34,2021-12-28,@,MIN,W,96,88,34,85,.400,7,38,.184,13,20,.650,10,45,22,6,11,10,22
36,35,2021-12-29,@,DET,W,94,85,30,81,.370,12,35,.343,13,17,.765,8,43,19,11,5,17,23
37,36,2021-12-31,@,OKC,L,80,95,36,87,.414,18,43,.419,5,7,.714,7,49,21,6,3,9,17
38,37,2022-01-02,@,TOR,L,105,120,41,86,.477,13,34,.382,25,30,.833,11,44,21,9,5,16,27
39,38,2022-01-04,,IND,W,104,94,32,76,.421,9,38,.237,21,32,.656,9,35,22,3,3,10,20
40,39,2022-01-06,,BOS,W,108,105,38,80,.475,17,45,.378,12,13,.923,8,38,22,5,10,12,16
41,40,2022-01-08,@,BOS,L,75,99,36,76,.474,12,29,.414,15,17,.882,9,45,26,8,8,10,15
42,,,,,,,,,,,,,,,,,,,,,,,
