,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2020-12-23,,DAL,W,106,102,36,85,.424,9,37,.243,21,26,.808,6,39,17,6,0,11,23
1,2,2020-12-26,@,SAC,L,103,106,39,86,.453,5,23,.217,23,33,.697,15,56,20,4,9,18,22
2,3,2020-12-27,@,SAC,W,116,100,36,76,.474,10,23,.435,18,25,.720,3,39,21,5,4,15,23
3,4,2020-12-29,,NOP,W,111,86,37,77,.481,3,24,.125,9,18,.500,7,41,18,8,3,16,14
4,5,2020-12-31,@,UTA,W,106,95,35,84,.417,12,34,.353,13,19,.684,10,46,16,8,3,13,15
5,6,2021-01-01,@,DEN,W,106,103,39,86,.453,12,29,.414,13,16,.813,8,38,28,7,1,11,25
6,7,2021-01-03,,LAC,L,107,112,40,83,.482,17,29,.586,15,19,.789,8,37,24,5,2,10,22
7,8,2021-01-06,,TOR,W,123,115,39,79,.494,14,35,.400,23,32,.719,10,42,18,6,5,12,19
8,9,2021-01-08,@,DET,L,105,110,37,90,.411,11,34,.324,25,29,.862,9,46,23,13,4,14,14
9,10,2021-01-09,@,IND,W,125,117,44,92,.478,12,29,.414,17,24,.708,13,52,23,2,4,10,19
10,11,2021-01-11,@,WAS,L,107,128,48,92,.522,15,34,.441,17,28,.607,14,53,29,3,3,7,23
11,12,2021-01-18,@,MEM,L,104,108,41,83,.494,11,26,.423,15,20,.750,9,40,31,13,3,15,15
12,13,2021-01-20,@,HOU,W,109,103,37,88,.420,10,31,.323,19,22,.864,7,39,17,11,5,16,19
13,14,2021-01-22,,DEN,L,126,130,53,103,.515,6,26,.231,18,19,.947,10,43,32,12,1,9,15
14,15,2021-01-23,,DEN,L,112,120,40,97,.412,15,36,.417,25,32,.781,12,65,22,4,3,16,20
15,16,2021-01-27,,OKC,L,97,102,38,85,.447,16,40,.400,10,14,.714,5,48,21,7,8,14,19
16,17,2021-01-28,,GSW,W,114,93,38,99,.384,11,38,.289,6,8,.750,12,48,21,8,1,13,19
17,18,2021-01-30,@,DAL,W,111,105,44,83,.530,9,29,.310,8,14,.571,5,37,22,5,4,15,26
18,19,2021-02-01,@,DAL,W,109,108,37,86,.430,10,32,.313,24,25,.960,7,42,16,9,7,14,17
19,20,2021-02-03,@,NOP,L,101,123,46,90,.511,14,33,.424,17,21,.810,12,44,30,7,3,7,20
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2021-02-05,,DET,W,109,92,34,91,.374,7,36,.194,17,28,.607,17,45,20,8,6,13,16
23,22,2021-02-07,,BOS,W,100,91,33,93,.355,17,44,.386,8,12,.667,13,41,19,6,2,5,11
24,23,2021-02-08,,CLE,W,119,113,44,86,.512,8,24,.333,17,25,.680,9,39,23,5,5,10,20
25,24,2021-02-10,,MIL,W,125,124,43,85,.506,16,37,.432,22,30,.733,10,39,23,6,0,9,21
26,25,2021-02-13,,PHI,W,120,111,38,73,.521,7,17,.412,28,33,.848,8,35,19,7,1,13,15
27,26,2021-02-14,,ORL,W,109,90,33,89,.371,6,35,.171,18,22,.818,9,48,13,4,6,10,12
