,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2017-10-18,,POR,L,76,124,28,89,.315,7,27,.259,13,18,.722,10,33,10,9,8,16,22
1,2,2017-10-20,,LAL,L,130,132,45,92,.489,14,29,.483,26,38,.684,10,50,17,8,9,19,25
2,3,2017-10-21,@,LAC,L,88,130,27,71,.380,6,24,.250,28,38,.737,4,36,19,8,3,19,27
3,4,2017-10-23,,SAC,W,117,115,42,77,.545,10,30,.333,23,27,.852,6,45,20,6,5,20,25
4,5,2017-10-25,,UTA,W,97,88,42,96,.438,6,19,.316,7,9,.778,16,55,18,8,5,16,25
5,6,2017-10-28,@,POR,L,107,114,37,87,.425,9,26,.346,24,30,.800,12,46,21,12,7,17,23
6,7,2017-10-31,@,BRK,W,122,114,45,96,.469,10,22,.455,22,24,.917,10,66,18,5,5,18,26
7,8,2017-11-01,@,WAS,W,122,116,41,83,.494,9,24,.375,31,38,.816,11,45,23,5,5,9,24
8,9,2017-11-03,@,NYK,L,107,120,34,97,.351,9,32,.281,30,37,.811,20,47,17,7,3,10,25
9,10,2017-11-05,@,SAS,L,95,112,37,81,.457,8,23,.348,13,22,.591,11,45,23,5,4,18,16
10,11,2017-11-06,,BRK,L,92,98,30,86,.349,6,25,.240,26,35,.743,14,52,13,8,7,17,29
11,12,2017-11-08,,MIA,L,115,126,40,88,.455,12,29,.414,23,30,.767,6,34,20,4,2,11,29
12,13,2017-11-10,,ORL,L,112,128,44,94,.468,5,24,.208,19,25,.760,12,40,13,8,5,15,29
13,14,2017-11-11,,MIN,W,118,110,46,86,.535,10,26,.385,16,24,.667,7,46,21,4,10,18,25
14,15,2017-11-13,,LAL,L,93,100,37,95,.389,7,26,.269,12,20,.600,11,54,15,6,4,15,17
15,16,2017-11-16,,HOU,L,116,142,47,104,.452,10,30,.333,12,21,.571,16,47,28,9,5,14,22
16,17,2017-11-17,@,LAL,W,122,113,48,103,.466,13,32,.406,13,19,.684,9,44,28,10,5,13,22
17,18,2017-11-19,,CHI,W,113,105,45,89,.506,7,27,.259,16,22,.727,9,48,32,5,4,12,16
18,19,2017-11-22,,MIL,L,107,113,37,93,.398,7,22,.318,26,33,.788,22,60,15,7,9,29,26
19,20,2017-11-24,,NOP,L,91,115,37,94,.394,2,20,.100,15,18,.833,15,48,12,9,6,16,18
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2017-11-26,@,MIN,L,108,119,43,85,.506,13,26,.500,9,12,.750,11,37,25,6,1,15,20
23,22,2017-11-28,@,CHI,W,104,99,38,87,.437,11,30,.367,17,23,.739,13,57,25,4,4,15,12
24,23,2017-11-29,@,DET,L,107,131,39,84,.464,7,22,.318,22,28,.786,8,37,21,11,4,19,19
25,24,2017-12-02,@,BOS,L,111,116,48,101,.475,7,24,.292,8,11,.727,16,47,24,8,1,10,19
26,25,2017-12-04,@,PHI,W,115,101,44,91,.484,10,22,.455,17,22,.773,15,46,25,10,9,11,14
27,26,2017-12-05,@,TOR,L,113,126,37,75,.493,9,24,.375,30,38,.789,0,35,23,7,4,17,24
28,27,2017-12-07,,WAS,L,99,109,36,78,.462,7,23,.304,20,28,.714,10,42,22,5,5,13,21
29,28,2017-12-09,,SAS,L,101,104,35,80,.438,7,25,.280,24,30,.800,10,40,11,4,1,10,21
30,29,2017-12-12,@,SAC,L,92,99,37,90,.411,7,32,.219,11,14,.786,13,45,22,5,4,12,18
31,30,2017-12-13,,TOR,L,109,115,37,83,.446,8,24,.333,27,34,.794,10,41,20,3,9,11,24
32,31,2017-12-16,@,MIN,W,108,106,33,72,.458,11,24,.458,31,35,.886,13,52,22,4,3,23,21
33,32,2017-12-18,@,DAL,W,97,91,35,79,.443,10,25,.400,17,22,.773,7,49,17,9,6,18,25
34,33,2017-12-20,@,LAC,L,95,108,35,97,.361,8,35,.229,17,19,.895,14,50,22,3,3,10,25
