,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2022-10-19,,CLE,W,108,105,38,77,.494,10,28,.357,19,23,.826,6,38,25,5,5,17,21
1,2,2022-10-21,@,BRK,L,105,109,38,80,.475,13,35,.371,20,29,.690,13,44,26,3,13,13,19
2,3,2022-10-22,@,MIA,L,109,112,38,76,.500,11,30,.367,25,27,.926,6,44,28,2,2,15,26
3,4,2022-10-24,@,MIA,W,98,90,29,83,.349,8,34,.235,24,27,.889,8,46,19,5,3,12,15
4,5,2022-10-26,,PHI,W,119,109,40,79,.506,16,36,.444,13,19,.684,4,34,29,6,2,12,12
5,6,2022-10-28,,PHI,L,90,112,43,82,.524,16,38,.421,10,11,.909,7,41,25,11,6,14,20
6,7,2022-10-31,,ATL,W,139,109,39,84,.464,11,29,.379,20,25,.800,7,37,28,1,4,18,27
7,8,2022-11-02,@,SAS,W,143,100,37,94,.394,14,43,.326,12,14,.857,13,46,29,3,6,23,20
8,9,2022-11-04,@,DAL,L,110,111,39,77,.506,12,34,.353,21,25,.840,6,31,23,12,3,18,21
9,10,2022-11-06,,CHI,W,113,104,40,88,.455,13,36,.361,11,13,.846,15,46,27,5,10,17,20
10,11,2022-11-07,@,CHI,L,97,111,42,80,.525,9,28,.321,18,22,.818,9,49,30,7,7,21,21
11,12,2022-11-09,,HOU,W,116,109,37,84,.440,9,35,.257,26,31,.839,16,49,29,9,7,16,18
12,13,2022-11-11,@,OKC,L,113,132,52,93,.559,15,36,.417,13,17,.765,15,44,31,10,6,19,27
13,14,2022-11-12,@,IND,L,104,118,41,82,.500,19,43,.442,17,23,.739,11,51,33,4,6,21,23
14,15,2022-11-14,@,DET,W,115,111,35,77,.455,10,31,.323,31,43,.721,11,39,23,8,2,19,23
15,16,2022-11-16,,MIA,W,112,104,36,66,.545,13,35,.371,19,22,.864,4,23,19,5,4,23,20
16,17,2022-11-19,@,ATL,L,122,124,46,92,.500,7,25,.280,25,32,.781,11,50,23,5,5,14,20
17,18,2022-11-23,,BRK,L,98,112,45,82,.549,17,38,.447,5,7,.714,7,39,32,10,11,19,24
18,19,2022-11-26,,DAL,W,105,100,35,73,.479,11,39,.282,19,24,.792,4,34,28,7,5,16,26
19,20,2022-11-28,,CLE,W,100,88,34,90,.378,7,38,.184,13,16,.813,13,47,21,7,3,9,18
