,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2019-10-22,,NOP,W,130,122,42,103,.408,14,40,.350,32,38,.842,16,57,23,7,3,16,24
1,2,2019-10-25,@,BOS,L,106,112,37,78,.474,18,36,.500,14,17,.824,5,46,22,2,6,23,28
2,3,2019-10-26,@,CHI,W,108,84,38,82,.463,15,42,.357,17,18,.944,10,59,27,9,12,22,25
3,4,2019-10-28,,ORL,W,104,95,33,85,.388,10,39,.256,28,30,.933,6,52,19,9,2,16,20
4,5,2019-10-30,,DET,W,125,113,51,86,.593,13,27,.481,10,12,.833,3,34,30,12,2,14,22
5,6,2019-11-02,@,MIL,L,105,115,34,84,.405,15,36,.417,22,25,.880,7,42,24,5,6,13,22
6,7,2019-11-06,,SAC,W,124,120,43,78,.551,14,29,.483,24,29,.828,2,37,28,10,4,14,20
7,8,2019-11-08,@,NOP,W,122,104,41,93,.441,19,43,.442,21,24,.875,10,53,27,9,3,17,24
8,9,2019-11-10,@,LAL,W,113,104,43,89,.483,12,36,.333,15,22,.682,7,43,26,6,8,13,17
9,10,2019-11-11,@,LAC,L,88,98,34,85,.400,11,30,.367,9,15,.600,5,38,25,9,8,15,24
10,11,2019-11-13,@,POR,W,114,106,42,92,.457,14,32,.438,16,17,.941,14,50,20,4,9,12,20
11,12,2019-11-16,@,DAL,L,102,110,37,89,.416,17,41,.415,11,15,.733,7,42,21,7,2,14,20
12,13,2019-11-18,,CHO,W,132,96,50,97,.515,20,43,.465,12,15,.800,16,53,40,13,2,10,25
13,14,2019-11-20,,ORL,W,113,97,45,87,.517,9,27,.333,14,19,.737,10,47,26,5,5,11,21
14,15,2019-11-23,@,ATL,W,119,116,40,88,.455,13,37,.351,26,30,.867,12,42,22,5,5,15,16
15,16,2019-11-25,,PHI,W,101,96,38,84,.452,11,34,.324,14,22,.636,8,40,27,5,5,10,18
16,17,2019-11-27,,NYK,W,126,98,46,94,.489,21,41,.512,13,17,.765,17,52,26,6,4,12,18
17,18,2019-11-29,@,ORL,W,90,83,31,84,.369,11,38,.289,17,28,.607,11,46,21,16,4,13,20
18,19,2019-12-01,,UTA,W,130,110,47,90,.522,19,36,.528,17,21,.810,7,43,36,14,8,14,24
19,20,2019-12-03,,MIA,L,110,121,35,91,.385,11,43,.256,29,36,.806,9,48,25,5,4,11,20
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2019-12-05,,HOU,L,109,119,38,88,.432,12,39,.308,21,24,.875,12,45,27,14,5,17,21
23,22,2019-12-08,@,PHI,L,104,110,38,88,.432,11,33,.333,17,20,.850,13,42,21,13,4,18,22
24,23,2019-12-09,@,CHI,W,93,92,34,90,.378,7,29,.241,18,26,.692,14,54,19,8,9,15,12
25,24,2019-12-11,,LAC,L,92,112,31,88,.352,8,36,.222,22,25,.880,15,47,21,10,8,18,24
26,25,2019-12-14,,BRK,W,110,102,38,98,.388,14,40,.350,20,25,.800,10,51,21,10,10,11,23
27,26,2019-12-16,,CLE,W,133,113,52,89,.584,16,32,.500,13,17,.765,6,41,31,7,2,7,19
28,27,2019-12-18,@,DET,W,112,99,39,91,.429,13,35,.371,21,24,.875,12,47,27,9,6,12,20
29,28,2019-12-20,,WAS,W,122,118,38,78,.487,12,30,.400,34,44,.773,6,42,26,6,3,17,25
30,29,2019-12-22,,DAL,W,110,107,37,94,.394,10,34,.294,26,31,.839,14,51,21,12,5,10,21
31,30,2019-12-23,@,IND,L,115,120,43,94,.457,11,40,.275,18,24,.750,12,50,30,6,8,16,22
32,31,2019-12-25,,BOS,L,102,118,38,80,.475,8,23,.348,18,22,.818,7,34,17,13,7,17,13
33,32,2019-12-28,@,BOS,W,113,97,44,84,.524,14,34,.412,11,17,.647,15,53,27,8,3,22,32
34,33,2019-12-29,,OKC,L,97,98,35,83,.422,15,40,.375,12,12,1.000,8,42,21,7,2,14,20
35,34,2019-12-31,,CLE,W,117,97,40,84,.476,17,39,.436,20,25,.800,10,45,29,5,7,11,15
36,35,2020-01-02,@,MIA,L,76,84,28,89,.315,6,42,.143,14,17,.824,13,48,20,4,6,10,12
37,36,2020-01-04,@,BRK,W,121,102,44,97,.454,13,32,.406,20,28,.714,15,43,21,10,4,7,25
38,37,2020-01-07,,POR,L,99,101,35,96,.365,15,42,.357,14,19,.737,17,57,21,5,7,13,21
39,38,2020-01-08,@,CHO,W,112,110,42,94,.447,14,36,.389,14,20,.700,14,46,34,7,5,10,23
40,39,2020-01-12,,SAS,L,104,105,39,96,.406,17,48,.354,9,11,.818,8,45,30,7,3,11,23
41,40,2020-01-15,@,OKC,W,130,121,52,85,.612,15,27,.556,11,15,.733,5,36,33,13,1,18,23
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
44,41,2020-01-17,,WAS,W,140,111,52,91,.571,22,43,.512,14,16,.875,7,41,35,16,2,19,24
45,42,2020-01-18,@,MIN,W,122,112,47,91,.516,13,35,.371,15,17,.882,7,42,25,13,9,14,23
