,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2018-10-17,,MIN,W,112,108,39,91,.429,6,19,.316,24,27,.889,14,46,20,9,2,11,27
1,2,2018-10-20,@,POR,L,108,121,45,84,.536,15,32,.469,16,19,.842,8,46,24,5,3,12,14
2,3,2018-10-22,@,LAL,W,143,142,55,107,.514,14,39,.359,18,26,.692,13,52,33,5,6,15,29
3,4,2018-10-24,,IND,L,96,116,46,87,.529,17,32,.531,7,8,.875,5,40,34,9,5,10,22
4,5,2018-10-27,,LAL,W,110,106,41,86,.477,13,33,.394,11,18,.611,7,42,19,5,5,17,25
5,6,2018-10-29,,DAL,W,113,108,43,91,.473,10,34,.294,12,17,.706,8,49,15,9,3,22,21
6,7,2018-10-31,@,PHO,W,120,90,35,90,.389,6,24,.250,14,18,.778,7,35,21,10,3,15,26
7,8,2018-11-03,,NOP,W,109,95,36,77,.468,6,21,.286,17,30,.567,6,48,22,3,8,16,21
8,9,2018-11-04,,ORL,L,110,117,46,91,.505,12,32,.375,13,18,.722,11,43,29,7,4,8,22
9,10,2018-11-07,@,MIA,L,88,95,36,93,.387,10,32,.313,13,18,.722,14,60,21,8,11,13,17
10,11,2018-11-10,,HOU,W,96,89,30,90,.333,9,41,.220,20,29,.690,15,49,11,10,5,8,24
11,12,2018-11-12,@,SAC,L,99,104,43,86,.500,11,24,.458,7,12,.583,7,45,27,12,3,12,20
12,13,2018-11-14,@,PHO,L,96,116,47,84,.560,15,31,.484,7,8,.875,5,38,27,9,4,16,23
13,14,2018-11-15,@,LAC,L,111,116,40,85,.471,8,23,.348,28,35,.800,9,50,23,2,3,12,25
14,15,2018-11-18,,GSW,W,104,92,35,86,.407,5,26,.192,17,21,.810,10,46,20,6,4,11,17
15,16,2018-11-19,@,NOP,L,126,140,59,102,.578,10,26,.385,12,14,.857,14,42,34,10,5,10,23
16,17,2018-11-21,,MEM,L,103,104,39,81,.481,8,25,.320,18,21,.857,4,40,21,4,7,9,25
17,18,2018-11-23,@,IND,W,111,100,46,99,.465,3,24,.125,5,9,.556,11,45,31,9,2,12,22
18,19,2018-11-24,@,MIL,L,129,135,49,86,.570,15,40,.375,22,29,.759,6,41,30,7,3,13,22
19,20,2018-11-26,@,CHI,W,108,107,42,90,.467,14,33,.424,9,11,.818,5,43,23,6,5,11,12
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2018-11-28,@,MIN,L,89,128,50,99,.505,18,41,.439,10,15,.667,13,48,33,12,6,8,18
23,22,2018-11-30,,HOU,L,105,136,49,98,.500,22,54,.407,16,20,.800,13,49,32,9,6,5,22
24,23,2018-12-02,,POR,W,131,118,45,86,.523,12,29,.414,16,16,1.000,9,35,25,6,5,17,21
25,24,2018-12-04,@,UTA,L,105,139,51,84,.607,20,33,.606,17,20,.850,5,42,38,12,5,17,20
26,25,2018-12-05,@,LAL,L,113,121,42,88,.477,14,39,.359,23,33,.697,6,42,21,6,3,12,18
27,26,2018-12-07,,LAL,W,133,120,46,100,.460,11,36,.306,17,21,.810,10,43,24,8,1,8,24
28,27,2018-12-09,,UTA,W,110,97,37,85,.435,9,29,.310,14,19,.737,9,38,23,8,4,14,15
29,28,2018-12-11,,PHO,W,111,86,33,82,.402,8,28,.286,12,14,.857,8,40,19,7,5,17,22
30,29,2018-12-13,,LAC,W,125,87,30,84,.357,10,31,.323,17,24,.708,13,42,21,4,1,17,18
31,30,2018-12-15,,CHI,L,93,98,37,86,.430,6,29,.207,18,21,.857,8,40,16,12,8,7,20
32,31,2018-12-17,,PHI,W,123,96,40,98,.408,11,37,.297,5,7,.714,12,41,29,3,5,10,15
33,32,2018-12-19,@,ORL,W,129,90,34,89,.382,12,31,.387,10,17,.588,11,33,19,5,3,11,18
34,33,2018-12-21,,MIN,W,124,98,33,83,.398,6,21,.286,26,31,.839,9,39,19,11,5,12,19
35,34,2018-12-22,@,HOU,L,101,108,37,95,.389,19,54,.352,15,21,.714,19,58,22,4,3,9,18
36,35,2018-12-26,,DEN,W,111,103,35,90,.389,18,40,.450,15,23,.652,11,47,29,10,3,12,17
37,36,2018-12-28,@,DEN,L,99,102,39,85,.459,10,29,.345,14,17,.824,16,52,29,5,4,20,20
38,37,2018-12-29,@,LAC,W,122,111,36,82,.439,9,20,.450,30,38,.789,7,40,22,9,2,17,25
39,38,2018-12-31,,BOS,W,120,111,43,88,.489,11,34,.324,14,20,.700,9,40,30,5,8,12,17
40,39,2019-01-03,,TOR,W,125,107,39,87,.448,6,30,.200,23,29,.793,9,39,21,9,6,10,23
41,40,2019-01-05,,MEM,W,108,88,31,82,.378,11,28,.393,15,19,.789,8,42,21,12,3,20,29
42,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,
44,41,2019-01-07,@,DET,W,119,107,42,85,.494,9,32,.281,14,17,.824,9,37,22,5,2,10,22
45,42,2019-01-09,@,MEM,L,86,96,37,90,.411,8,33,.242,14,20,.700,9,52,22,6,8,9,22
46,43,2019-01-10,,OKC,W,154,147,58,114,.509,15,35,.429,16,24,.667,14,49,33,8,5,13,24
47,44,2019-01-12,@,OKC,L,112,122,43,93,.462,11,23,.478,25,29,.862,7,47,27,10,5,7,16
48,45,2019-01-14,,CHO,L,93,108,43,92,.467,13,36,.361,9,11,.818,8,45,24,7,4,7,14
49,46,2019-01-16,@,DAL,W,105,101,37,86,.430,15,42,.357,12,16,.750,13,42,22,6,3,13,14
50,47,2019-01-18,@,MIN,W,116,113,37,84,.440,7,26,.269,32,38,.842,10,44,21,5,3,11,28
51,48,2019-01-20,,LAC,L,95,103,39,85,.459,11,21,.524,14,24,.583,4,41,23,11,2,11,18
52,49,2019-01-23,@,PHI,L,120,122,47,93,.505,17,36,.472,11,14,.786,13,42,35,9,5,11,14
53,50,2019-01-26,@,NOP,W,126,114,45,96,.469,7,27,.259,17,24,.708,10,41,26,6,6,8,18
54,51,2019-01-27,,WAS,W,132,119,40,89,.449,18,46,.391,21,29,.724,8,32,32,11,0,9,18
55,52,2019-01-29,,PHO,W,126,124,48,80,.600,13,29,.448,15,19,.789,3,38,26,8,5,18,22
56,53,2019-01-31,,BRK,W,117,114,42,89,.472,11,34,.324,19,29,.655,5,46,30,5,7,14,23
57,54,2019-02-02,,NOP,W,113,108,43,96,.448,10,35,.286,12,12,1.000,5,42,26,6,4,8,16
58,55,2019-02-04,@,SAC,L,112,127,50,90,.556,13,32,.406,14,23,.609,8,48,26,5,5,8,18
59,56,2019-02-06,@,GSW,L,102,141,55,95,.579,16,34,.471,15,21,.714,14,52,42,14,5,11,20
60,57,2019-02-07,@,POR,L,118,127,49,91,.538,11,31,.355,18,18,1.000,4,33,26,11,4,8,14
61,58,2019-02-09,@,UTA,L,105,125,47,90,.522,16,41,.390,15,20,.750,9,52,29,7,3,11,17
62,59,2019-02-12,@,MEM,W,108,107,44,89,.494,8,24,.333,11,16,.688,8,48,25,5,6,12,23
63,60,2019-02-22,@,TOR,L,117,120,40,94,.426,14,30,.467,26,32,.813,14,47,24,8,3,9,20
64,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,
66,61,2019-02-24,@,NYK,L,118,130,50,98,.510,16,37,.432,14,19,.737,12,49,25,3,7,6,27
67,62,2019-02-25,@,BRK,L,85,101,35,81,.432,19,50,.380,12,16,.750,6,51,24,5,5,15,15
68,63,2019-02-27,,DET,W,105,93,36,100,.360,15,38,.395,6,7,.857,8,41,19,6,3,5,14
69,64,2019-03-02,,OKC,W,116,102,40,88,.455,7,29,.241,15,24,.625,11,45,17,7,2,13,19
70,65,2019-03-04,,DEN,W,104,103,41,95,.432,17,40,.425,4,4,1.000,8,43,27,5,3,12,17
71,66,2019-03-06,@,ATL,W,111,104,36,92,.391,13,43,.302,19,24,.792,11,47,21,8,2,14,18
72,67,2019-03-10,,MIL,W,121,114,41,87,.471,14,36,.389,18,25,.720,6,45,22,3,2,10,17
73,68,2019-03-12,@,DAL,W,112,105,38,82,.463,14,39,.359,15,26,.577,9,38,22,1,2,14,16
74,69,2019-03-15,,NYK,W,109,83,35,86,.407,8,20,.400,5,9,.556,9,41,21,6,4,16,13
