,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2019-10-23,,NYK,W,120,111,42,83,.506,7,21,.333,29,36,.806,10,51,22,6,5,21,18
1,2,2019-10-26,,WAS,W,124,122,50,108,.463,10,28,.357,14,17,.824,21,53,29,6,7,9,19
2,3,2019-10-28,,POR,W,113,110,41,85,.482,7,22,.318,24,32,.750,7,50,25,5,9,18,19
3,4,2019-10-31,@,LAC,L,97,103,36,80,.450,7,21,.333,18,27,.667,9,49,15,6,5,19,28
4,5,2019-11-01,@,GSW,W,127,110,44,93,.473,13,35,.371,26,30,.867,16,52,23,4,2,11,19
5,6,2019-11-03,,LAL,L,96,103,33,83,.398,6,25,.240,24,29,.828,8,47,23,11,4,17,18
6,7,2019-11-05,@,ATL,L,100,108,38,91,.418,8,33,.242,16,23,.696,11,41,18,9,8,15,17
7,8,2019-11-07,,OKC,W,121,112,51,94,.543,9,20,.450,10,11,.909,12,47,32,5,3,13,21
8,9,2019-11-09,,BOS,L,115,135,39,99,.394,14,30,.467,23,30,.767,21,57,24,1,8,15,22
9,10,2019-11-11,,MEM,L,109,113,42,90,.467,12,30,.400,13,17,.765,7,42,29,4,4,13,17
10,11,2019-11-13,@,MIN,L,114,129,44,90,.489,3,17,.176,23,29,.793,10,44,24,4,4,11,23
11,12,2019-11-15,@,ORL,L,109,111,45,89,.506,13,26,.500,6,10,.600,8,41,23,8,8,11,25
12,13,2019-11-16,,POR,L,116,121,41,88,.466,5,18,.278,29,34,.853,7,43,25,8,7,10,17
13,14,2019-11-18,@,DAL,L,110,117,44,96,.458,8,24,.333,14,16,.875,17,48,18,6,2,9,18
14,15,2019-11-20,@,WAS,L,132,138,49,93,.527,12,32,.375,22,29,.759,12,41,32,8,8,12,13
15,16,2019-11-22,@,PHI,L,104,115,43,85,.506,6,18,.333,12,16,.750,3,32,21,6,3,11,15
16,17,2019-11-23,@,NYK,W,111,104,40,75,.533,12,23,.522,19,28,.679,9,47,26,7,3,22,17
17,18,2019-11-25,,LAL,L,104,114,41,88,.466,10,25,.400,12,15,.800,9,41,23,4,5,13,22
18,19,2019-11-27,,MIN,L,101,113,41,97,.423,5,29,.172,14,17,.824,8,46,25,4,8,6,18
19,20,2019-11-29,,LAC,W,107,97,40,93,.430,14,36,.389,13,14,.929,8,48,28,8,8,9,15
20,,,,,,,,,,,,,,,,,,,,,,,
