,G,Date,H/A,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
0,1,2015-10-28,@,ORL,W,88,87,37,100,.370,5,26,.192,8,12,.667,17,56,20,9,6,14,22
1,2,2015-10-30,@,MIL,W,118,113,42,82,.512,7,24,.292,22,28,.786,6,32,33,9,2,16,32
2,3,2015-10-31,,NYK,L,110,117,41,86,.477,9,19,.474,26,32,.813,9,40,21,8,5,18,30
3,4,2015-11-04,,SAS,W,102,99,37,81,.457,7,22,.318,18,20,.900,9,49,21,5,3,20,21
4,5,2015-11-06,@,BOS,L,98,118,44,97,.454,12,30,.400,18,23,.783,15,53,24,18,5,17,21
5,6,2015-11-07,@,ATL,L,99,114,43,92,.467,13,33,.394,15,15,1.000,10,39,37,12,4,14,15
6,7,2015-11-10,,OKC,L,101,125,44,86,.512,15,23,.652,22,29,.759,10,53,27,4,2,12,22
7,8,2015-11-14,,ORL,W,108,99,38,87,.437,4,18,.222,19,24,.792,6,45,19,7,2,12,22
8,9,2015-11-17,,MIL,W,115,86,31,72,.431,10,21,.476,14,24,.583,6,34,22,5,3,19,27
9,10,2015-11-21,@,DET,W,97,95,36,79,.456,8,26,.308,15,21,.714,8,38,20,3,2,13,17
10,11,2015-11-24,,IND,L,106,123,44,80,.550,19,26,.731,16,23,.696,7,41,25,11,0,20,18
11,12,2015-11-25,@,CHO,L,87,101,39,83,.470,8,26,.308,15,15,1.000,9,51,22,5,6,19,17
12,13,2015-11-27,@,BOS,L,78,111,42,97,.433,12,33,.364,15,19,.789,19,58,28,11,7,15,15
13,14,2015-11-28,,TOR,L,82,84,31,72,.431,11,24,.458,11,14,.786,6,48,17,8,7,22,21
14,15,2015-12-01,@,CLE,W,97,85,28,83,.337,9,30,.300,20,23,.870,10,47,15,8,3,18,18
15,16,2015-12-02,,LAL,L,104,108,41,96,.427,8,25,.320,18,20,.900,16,45,17,18,3,16,22
16,17,2015-12-04,,PHO,W,109,106,43,84,.512,10,23,.435,10,16,.625,12,35,21,8,4,20,23
17,18,2015-12-06,,DAL,L,104,116,38,76,.500,16,31,.516,24,27,.889,6,50,25,5,4,16,17
18,19,2015-12-07,@,MIA,W,114,103,41,69,.594,5,16,.313,16,22,.727,4,34,25,5,6,16,18
19,20,2015-12-09,,HOU,L,103,109,40,83,.482,12,33,.364,17,25,.680,6,42,23,8,4,19,23
20,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,
22,21,2015-12-11,@,NOP,L,105,107,39,79,.494,16,27,.593,13,18,.722,7,41,21,9,0,16,18
23,22,2015-12-12,@,DAL,W,114,111,38,89,.427,14,33,.424,21,24,.875,11,46,23,5,3,12,12
24,23,2015-12-14,@,MEM,L,95,112,44,78,.564,10,15,.667,14,15,.933,6,39,26,8,5,17,18
